################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -1.1276158322917298E+00 a       494     0    17     1    14
 -1.1817346881176227E+00 a       495     0    17     1    15
  1.6981188895935468E+00 a       496     0    17     1    16
 -4.9897809371261348E-01 a       497     0    17     1    17
  1.1198215457130181E+00 a       498     0    17     1    18
  9.6405596747504574E-01 a       499     0    17     1    19
 -3.8754644221445589E-01 a       500     0    17     1    20
  3.6098868177605525E-01 a       501     0    17     1    21
 -1.6557628000536615E+00 a       502     0    17     1    22
 -1.9912223444175046E+00 a       503     0    17     1    23
  1.0894253360461312E+00 a       504     0    17     1    24
 -1.3724741083178662E+00 a       505     0    17     1    25
  2.5050881859015983E-01 a       506     0    17     1    26
  1.3972304553754049E+00 a       507     0    17     1    27
 -8.2160739499980429E-01 a       508     0    17     1    28
  9.9489035149612193E-01 a       509     0    17     1    29
  7.7789510212270330E-01 a       510     0    17     1    30
 -2.8239548659492836E-01 a       511     0    18     1     1
 -5.8776200052185801E-01 a       512     0    18     1     2
  6.9227040429558698E-02 a       513     0    18     1     3
 -3.0755486901251833E-01 a       514     0    18     1     4
  1.1401858403699134E+00 a       515     0    18     1     5
 -4.0950325852100766E-01 a       516     0    18     1     6
  4.2225735609489889E-01 a       517     0    18     1     7
  6.2417518861280674E-01 a       518     0    18     1     8
 -8.4189011718878348E-01 a       519     0    18     1     9
 -2.2804178172289729E-02 a       520     0    18     1    10
 -8.3613775337730478E-01 a       521     0    18     1    11
 -3.2321750695756463E-01 a       522     0    18     1    12
  2.3849338157481190E-01 a       523     0    18     1    13
 -1.3421231018048885E-01 a       524     0    18     1    14
 -1.4543187796047143E+00 a       525     0    18     1    15
  3.7066062695607732E-01 a       526     0    18     1    16
  9.6667085464263247E-01 a       527     0    18     1    17
  6.0242331728593270E-03 a       528     0    18     1    18
 -7.3254605558797881E-01 a       529     0    18     1    19
 -2.7295790779917445E-01 a       530     0    18     1    20
 -1.1462971719230561E+00 a       531     0    18     1    21
 -1.2263483860231381E+00 a       532     0    18     1    22
  8.6797941621523023E-01 a       533     0    18     1    23
  3.8344146933621526E-01 a       534     0    18     1    24
  2.7087433208608458E-01 a       535     0    18     1    25
 -1.4742127711866876E-01 a       536     0    18     1    26
 -5.1544238117596675E-01 a       537     0    18     1    27
 -9.8289833585904207E-01 a       538     0    18     1    28
 -2.3581533409631997E-01 a       539     0    18     1    29
 -8.2407013884643610E-01 a       540     0    18     1    30
 -5.0206243340247231E-02 a       541     0    19     1     1
 -2.6873991528568802E-01 a       542     0    19     1     2
  4.2875144885560196E-01 a       543     0    19     1     3
 -3.0701302937260522E-01 a       544     0    19     1     4
  1.1475880227777857E-01 a       545     0    19     1     5
  2.0595895342127551E-01 a       546     0    19     1     6
 -4.7515877750809926E-01 a       547     0    19     1     7
 -6.4614356658995620E-01 a       548     0    19     1     8
  7.2368915011051260E-01 a       549     0    19     1     9
  2.9002362055169512E-01 a       550     0    19     1    10
 -2.1237817862193928E-01 a       551     0    19     1    11
 -7.1979026441595984E-01 a       552     0    19     1    12
 -1.9372990573497079E-02 a       553     0    19     1    13
 -7.2078231551531702E-02 a       554     0    19     1    14
 -2.2241743893807955E-01 a       555     0    19     1    15
  1.1306507400452146E+00 a       556     0    19     1    16
 -9.6659564201420656E-01 a       557     0    19     1    17
 -5.0789885228555620E-01 a       558     0    19     1    18
 -3.5264325459551521E-01 a       559     0    19     1    19
 -1.5342159416352105E-01 a       560     0    19     1    20
 -1.2735584845657486E+00 a       561     0    19     1    21
  1.5116666054545827E-01 a       562     0    19     1    22
 -1.0956681393788988E-01 a       563     0    19     1    23
 -2.3050446660343879E-01 a       564     0    19     1    24
  1.1624999079921994E-03 a       565     0    19     1    25
 -6.1004004797061884E-01 a       566     0    19     1    26
 -2.7292514308662474E-01 a       567     0    19     1    27
  1.6326201786352901E-01 a       568     0    19     1    28
 -8.9518408502203620E-02 a       569     0    19     1    29
  3.8060026532883279E-01 a       570     0    19     1    30
  2.4741810848160123E-01 a       571     0    20     1     1
  5.0245816756911654E-01 a       572     0    20     1     2
 -3.9486688938376713E-01 a       573     0    20     1     3
 -9.3876329852307561E-01 a       574     0    20     1     4
 -3.7757904341988685E-01 a       575     0    20     1     5
 -1.1067126228121586E-01 a       576     0    20     1     6
 -3.5394611171353091E-02 a       577     0    20     1     7
  5.5630705581265809E-02 a       578     0    20     1     8
 -3.6262866782288611E-01 a       579     0    20     1     9
  1.8398787704889624E-01 a       580     0    20     1    10
  1.5479313580639109E-01 a       581     0    20     1    11
 -4.1561979595974291E-01 a       582     0    20     1    12
 -7.8203101709600720E-01 a       583     0    20     1    13
  2.1944732446617954E-01 a       584     0    20     1    14
  5.2681774609666776E-02 a       585     0    20     1    15
 -1.5220583859065967E-01 a       586     0    20     1    16
 -4.2417492237057786E-01 a       587     0    20     1    17
  3.2911751771562192E-01 a       588     0    20     1    18
 -1.0192379253642210E-01 a       589     0    20     1    19
  1.8872661863993404E-01 a       590     0    20     1    20
  1.3972455630867570E-01 a       591     0    20     1    21
  3.3472060396461584E-01 a       592     0    20     1    22
 -9.3595631341395136E-01 a       593     0    20     1    23
  1.0608890809875733E-01 a       594     0    20     1    24
  2.3519592599542044E-01 a       595     0    20     1    25
 -3.2272506016823577E-01 a       596     0    20     1    26
  2.0438549844742093E-02 a       597     0    20     1    27
 -3.9650921240229509E-02 a       598     0    20     1    28
 -1.1826446685441380E-01 a       599     0    20     1    29
  6.0089273850853719E-01 a       600     0    20     1    30
 -4.4945725044687324E-01 a       601     0    21     1     1
  3.3241805038794947E-01 a       602     0    21     1     2
 -2.0901363780972726E-01 a       603     0    21     1     3
  4.7434020158425516E-01 a       604     0    21     1     4
 -1.9513202602116725E-01 a       605     0    21     1     5
 -4.8009665496683340E-01 a       606     0    21     1     6
 -4.1714384228322771E-01 a       607     0    21     1     7
  9.5884002132936985E-01 a       608     0    21     1     8
 -7.9098824288612923E-01 a       609     0    21     1     9
  8.0623791679411472E-02 a       610     0    21     1    10
  4.8007182338528254E-01 a       611     0    21     1    11
 -1.0276129728841226E+00 a       612     0    21     1    12
 -3.5837161080178509E-01 a       613     0    21     1    13
 -9.7740078897640137E-02 a       614     0    21     1    14
  1.3024303914253161E+00 a       615     0    21     1    15
 -4.1672527302836360E-01 a       616     0    21     1    16
 -4.3803892384115695E-01 a       617     0    21     1    17
  4.1768627828048466E-01 a       618     0    21     1    18
 -7.7962352201652085E-01 a       619     0    21     1    19
 -2.0904353883155688E-01 a       620     0    21     1    20
 -1.8890908963204694E-01 a       621     0    21     1    21
  4.5250606426707002E-01 a       622     0    21     1    22
 -1.2777947941062469E-02 a       623     0    21     1    23
 -2.7643098897126083E-02 a       624     0    21     1    24
 -1.1196811095755733E-01 a       625     0    21     1    25
 -3.9635540742592529E-01 a       626     0    21     1    26
  7.9278553528827800E-01 a       627     0    21     1    27
 -2.1495609039926242E-01 a       628     0    21     1    28
  4.5231973310216145E-01 a       629     0    21     1    29
  2.7507331831459192E-01 a       630     0    21     1    30
  5.6461551812603850E-01 a       631     0    22     1     1
 -3.8542429792894961E-01 a       632     0    22     1     2
  5.5176610706226217E-02 a       633     0    22     1     3
  1.5719256805549905E-02 a       634     0    22     1     4
 -2.1197529962681794E-01 a       635     0    22     1     5
 -6.7584779428555319E-01 a       636     0    22     1     6
 -5.6728505615539804E-01 a       637     0    22     1     7
 -3.9346611260151798E-01 a       638     0    22     1     8
  6.1369260858519575E-03 a       639     0    22     1     9
 -4.2623565552731990E-01 a       640     0    22     1    10
 -3.4209642424626041E-01 a       641     0    22     1    11
  3.6181530270629558E-01 a       642     0    22     1    12
 -3.0360907278986665E-01 a       643     0    22     1    13
  1.1969781908446375E-01 a       644     0    22     1    14
  1.6494994076863417E-01 a       645     0    22     1    15
  1.8821505030421642E-01 a       646     0    22     1    16
 -2.1171669789771663E-01 a       647     0    22     1    17
 -4.8975665436577587E-01 a       648     0    22     1    18
 -9.3377934083060180E-02 a       649     0    22     1    19
  7.6402912609224916E-01 a       650     0    22     1    20
  2.2443112773420221E-01 a       651     0    22     1    21
 -1.8422821655818125E-01 a       652     0    22     1    22
 -2.2666702162014352E-01 a       653     0    22     1    23
  1.8704827767568752E-02 a       654     0    22     1    24
  1.9400679307315763E-01 a       655     0    22     1    25
 -3.9361846924509342E-01 a       656     0    22     1    26
 -2.0385153470371009E-01 a       657     0    22     1    27
  6.9867354433450990E-01 a       658     0    22     1    28
  1.6147923965179997E-01 a       659     0    22     1    29
 -1.1138910264298407E-01 a       660     0    22     1    30
 -4.5809041338441395E-02 a       661     0    23     1     1
  2.3257200467209488E-01 a       662     0    23     1     2
  3.4718143087111453E-01 a       663     0    23     1     3
  3.2039669589504660E-01 a       664     0    23     1     4
  2.4635029619806396E-02 a       665     0    23     1     5
 -1.8021833570763038E-01 a       666     0    23     1     6
 -1.8247068171737907E-01 a       667     0    23     1     7
 -7.9998144913314681E-02 a       668     0    23     1     8
  1.9912585221727752E-01 a       669     0    23     1     9
  3.4731111023794636E-01 a       670     0    23     1    10
  7.8301714358046981E-01 a       671     0    23     1    11
  6.5069676504361207E-01 a       672     0    23     1    12
 -6.9903728818904898E-01 a       673     0    23     1    13
 -4.6122792202565610E-01 a       674     0    23     1    14
 -5.3874201733507421E-01 a       675     0    23     1    15
  1.3106838087972461E-01 a       676     0    23     1    16
  2.4716964337874553E-01 a       677     0    23     1    17
 -4.8393410180879415E-01 a       678     0    23     1    18
  2.5954168267474265E-01 a       679     0    23     1    19
 -2.2056201239557408E-01 a       680     0    23     1    20
 -4.2638254284484076E-02 a       681     0    23     1    21
  2.2016336241227202E-02 a       682     0    23     1    22
  2.8207445770638573E-01 a       683     0    23     1    23
  2.9781062274217124E-01 a       684     0    23     1    24
 -1.8707959239270872E-01 a       685     0    23     1    25
  3.1063875091138676E-01 a       686     0    23     1    26
 -3.9977868935677563E-01 a       687     0    23     1    27
 -3.6624930117777899E-01 a       688     0    23     1    28
 -3.3903293014418595E-01 a       689     0    23     1    29
 -5.7014363807568413E-01 a       690     0    23     1    30
 -2.5432623864190745E-01 a       691     0    24     1     1
 -7.3650820100706393E-02 a       692     0    24     1     2
  3.7197567227349815E-01 a       693     0    24     1     3
  2.5223316954664704E-01 a       694     0    24     1     4
 -6.1718381518119349E-02 a       695     0    24     1     5
 -1.6160828615746543E-02 a       696     0    24     1     6
  2.4855281785584790E-01 a       697     0    24     1     7
  2.7464985325377478E-01 a       698     0    24     1     8
 -1.1616478507305007E-01 a       699     0    24     1     9
  1.0286852026953489E-01 a       700     0    24     1    10
  4.7989441258537185E-01 a       701     0    24     1    11
  1.3570531882203210E-01 a       702     0    24     1    12
 -2.0811095976763683E-01 a       703     0    24     1    13
  2.1782136307183589E-01 a       704     0    24     1    14
 -5.1295066778813536E-01 a       705     0    24     1    15
 -3.9956282776837743E-01 a       706     0    24     1    16
 -2.6862274239334927E-01 a       707     0    24     1    17
 -1.1078788091030274E+00 a       708     0    24     1    18
 -2.9965134218318201E-01 a       709     0    24     1    19
  1.1514140110383850E-01 a       710     0    24     1    20
 -2.3390562310262422E-01 a       711     0    24     1    21
  4.5229081354852117E-02 a       712     0    24     1    22
  2.6851948343902071E-01 a       713     0    24     1    23
 -6.9664616848417349E-02 a       714     0    24     1    24
 -1.1886673143054183E-01 a       715     0    24     1    25
  1.2927704947987928E-01 a       716     0    24     1    26
 -8.4794719589787598E-02 a       717     0    24     1    27
 -7.4903190477443080E-02 a       718     0    24     1    28
  2.7644422511851530E-01 a       719     0    24     1    29
 -4.8740961772683805E-01 a       720     0    24     1    30
  1.4260183063364387E+00 a       721     0    25     1     1
  4.6656351744638158E-01 a       722     0    25     1     2
  6.4567573905167886E-03 a       723     0    25     1     3
 -1.0044310163053716E+00 a       724     0    25     1     4
  6.2896835036283250E-01 a       725     0    25     1     5
 -9.7028094854006597E-02 a       726     0    25     1     6
 -7.0326780821395141E-01 a       727     0    25     1     7
 -1.0348170936627550E+00 a       728     0    25     1     8
  4.6417948535151260E-01 a       729     0    25     1     9
  5.8314520494729805E-01 a       730     0    25     1    10
  1.2433200675890020E-01 a       731     0    25     1    11
 -2.0210355332929278E-01 a       732     0    25     1    12
  1.9161931260665729E-01 a       733     0    25     1    13
 -8.4667074236666640E-01 a       734     0    25     1    14
 -4.4579273773102612E-02 a       735     0    25     1    15
  5.0275917224685140E-01 a       736     0    25     1    16
  5.1511175856896341E-01 a       737     0    25     1    17
  1.3564028020845167E+00 a       738     0    25     1    18
  7.8815480577119723E-01 a       739     0    25     1    19
 -7.8059253821673902E-01 a       740     0    25     1    20
  3.8433100442735141E-01 a       741     0    25     1    21
  8.5776313124490600E-01 a       742     0    25     1    22
 -3.8431614679567705E-01 a       743     0    25     1    23
  4.7049346668119602E-01 a       744     0    25     1    24
  2.0005328890961402E-01 a       745     0    25     1    25
 -1.7544465068178211E-01 a       746     0    25     1    26
 -2.3238697566025085E-01 a       747     0    25     1    27
 -2.4987295929687720E-01 a       748     0    25     1    28
  1.5695867463645491E-01 a       749     0    25     1    29
  1.0873006162253074E+00 a       750     0    25     1    30
  3.7728645960520540E-01 a       751     0    26     1     1
 -6.5663403439590026E-02 a       752     0    26     1     2
 -1.3267900703772803E-02 a       753     0    26     1     3
 -7.5279334257790509E-01 a       754     0    26     1     4
  3.8270405521618800E-01 a       755     0    26     1     5
  4.6719063291937907E-01 a       756     0    26     1     6
  6.1996833739798203E-02 a       757     0    26     1     7
 -3.1538984274083431E-01 a       758     0    26     1     8
  6.1415120272548404E-02 a       759     0    26     1     9
  2.0118563521466515E-01 a       760     0    26     1    10
 -4.0318518602077791E-01 a       761     0    26     1    11
 -1.9841808584252005E-01 a       762     0    26     1    12
  3.3408454239432928E-01 a       763     0    26     1    13
 -2.4975172160746215E-01 a       764     0    26     1    14
 -1.5429803767116303E-02 a       765     0    26     1    15
  9.4361524569839136E-02 a       766     0    26     1    16
  2.1931269168118642E-01 a       767     0    26     1    17
  6.4038577975360067E-01 a       768     0    26     1    18
  4.4935174675473699E-01 a       769     0    26     1    19
 -3.7919821497639022E-01 a       770     0    26     1    20
  1.8420289580895818E-01 a       771     0    26     1    21
 -4.5248902192381431E-02 a       772     0    26     1    22
 -5.8113955718928689E-01 a       773     0    26     1    23
  8.7073305543064222E-02 a       774     0    26     1    24
 -2.0653476946880781E-01 a       775     0    26     1    25
  7.4675605148932095E-02 a       776     0    26     1    26
  7.8942925246746773E-02 a       777     0    26     1    27
  1.9457814334368006E-02 a       778     0    26     1    28
  1.4928891875886521E-01 a       779     0    26     1    29
  2.0243090157295315E-01 a       780     0    26     1    30
 -1.0112406489951518E+00 a       781     0    27     1     1
 -2.7116966160917988E-01 a       782     0    27     1     2
 -1.3659372216876065E-01 a       783     0    27     1     3
  6.2853670379885684E-01 a       784     0    27     1     4
 -3.7229175409589382E-01 a       785     0    27     1     5
  4.0730394636802547E-01 a       786     0    27     1     6
  4.7782925588324282E-01 a       787     0    27     1     7
  1.3266519206526721E+00 a       788     0    27     1     8
 -2.5233867492681605E-01 a       789     0    27     1     9
 -1.3418185071860350E-01 a       790     0    27     1    10
 -2.2177088748174170E-01 a       791     0    27     1    11
 -4.6105408756076965E-01 a       792     0    27     1    12
 -2.0049280217198695E-01 a       793     0    27     1    13
  1.2388757942458211E+00 a       794     0    27     1    14
  8.2604862006643021E-02 a       795     0    27     1    15
 -5.4879374294294003E-01 a       796     0    27     1    16
 -5.5303820894984657E-01 a       797     0    27     1    17
 -9.0071897339918672E-01 a       798     0    27     1    18
 -8.6252122545881360E-01 a       799     0    27     1    19
  1.0453190779813322E+00 a       800     0    27     1    20
 -3.0705547600127575E-01 a       801     0    27     1    21
 -7.2399874691609034E-01 a       802     0    27     1    22
  1.6983004099024757E-01 a       803     0    27     1    23
 -6.4212682670478760E-01 a       804     0    27     1    24
 -1.3892188744670717E-01 a       805     0    27     1    25
 -3.5934190096605934E-01 a       806     0    27     1    26
  2.0801992957985702E-01 a       807     0    27     1    27
  2.1020316993167187E-01 a       808     0    27     1    28
  1.9706062135320160E-01 a       809     0    27     1    29
 -2.5385900424534008E-01 a       810     0    27     1    30
 -2.3100767857708501E-01 a       811     0    28     1     1
  5.2078042445918948E-01 a       812     0    28     1     2
 -5.9762886998652054E-01 a       813     0    28     1     3
 -4.3493672967717606E-01 a       814     0    28     1     4
  3.5457271307497246E-01 a       815     0    28     1     5
  3.3168154900147151E-01 a       816     0    28     1     6
  1.9207414754985930E-01 a       817     0    28     1     7
  1.4105844474776730E+00 a       818     0    28     1     8
 -9.2052371766647989E-02 a       819     0    28     1     9
  1.4462592771871350E+00 a       820     0    28     1    10
  1.0220914805732009E-01 a       821     0    28     1    11
  1.9500364314274024E-01 a       822     0    28     1    12
  4.3886202027975901E-01 a       823     0    28     1    13
 -5.4669193454701870E-01 a       824     0    28     1    14
 -8.3163161456012755E-02 a       825     0    28     1    15
 -9.7210448098729973E-01 a       826     0    28     1    16
  6.7720114603184811E-01 a       827     0    28     1    17
  2.7896399496185670E-01 a       828     0    28     1    18
  1.5342601276704691E-02 a       829     0    28     1    19
  2.8408850460693957E-01 a       830     0    28     1    20
 -6.9594036264651016E-01 a       831     0    28     1    21
 -3.1974387447377656E-02 a       832     0    28     1    22
  5.1591025243139899E-01 a       833     0    28     1    23
 -1.0407868233902002E+00 a       834     0    28     1    24
  9.3557418960788752E-01 a       835     0    28     1    25
  6.6663225847582741E-01 a       836     0    28     1    26
 -1.7125718911811771E-01 a       837     0    28     1    27
 -4.2411785838954724E-01 a       838     0    28     1    28
 -1.0890105844660744E-01 a       839     0    28     1    29
  8.1284494202416124E-01 a       840     0    28     1    30
  3.9599300390315340E-01 a       841     0    29     1     1
  2.4692175282405740E-01 a       842     0    29     1     2
 -3.8665927385117670E-02 a       843     0    29     1     3
 -1.1071093877103574E-01 a       844     0    29     1     4
  7.6303506931762732E-01 a       845     0    29     1     5
  3.1151510280937222E-01 a       846     0    29     1     6
  5.4023258047468208E-02 a       847     0    29     1     7
  6.9097394555926583E-01 a       848     0    29     1     8
  1.2945335065248656E-01 a       849     0    29     1     9
 -4.5084599747914213E-02 a       850     0    29     1    10
  3.2749475855122896E-02 a       851     0    29     1    11
  4.4187442321138809E-01 a       852     0    29     1    12
  5.5346409746405045E-01 a       853     0    29     1    13
  3.8454268292859434E-01 a       854     0    29     1    14
 -3.6486065991666511E-01 a       855     0    29     1    15
 -4.6528758166801687E-01 a       856     0    29     1    16
  8.0589417542054523E-02 a       857     0    29     1    17
  1.6534673094159183E-01 a       858     0    29     1    18
 -1.5040550988975038E-01 a       859     0    29     1    19
  1.4987280753849710E-01 a       860     0    29     1    20
  9.4938940205338371E-02 a       861     0    29     1    21
 -1.0493346962072933E-01 a       862     0    29     1    22
  6.7105687304606076E-01 a       863     0    29     1    23
 -3.7906343974693096E-01 a       864     0    29     1    24
  1.1658056954223572E-01 a       865     0    29     1    25
 -5.1250794907388297E-01 a       866     0    29     1    26
  4.9845899131547666E-01 a       867     0    29     1    27
  9.2378175170249016E-02 a       868     0    29     1    28
  3.3623555863351146E-01 a       869     0    29     1    29
  1.5662067783063063E-01 a       870     0    29     1    30
 -9.7726534705865786E-01 a       871     0    30     1     1
  3.5629033852166409E-01 a       872     0    30     1     2
 -1.2655730486819634E+00 a       873     0    30     1     3
  1.4000841089262932E-02 a       874     0    30     1     4
 -1.5990134896583105E-01 a       875     0    30     1     5
 -2.6319832191867965E-01 a       876     0    30     1     6
 -6.6764944498031034E-03 a       877     0    30     1     7
 -5.9645193960745158E-01 a       878     0    30     1     8
 -7.4139840672112467E-01 a       879     0    30     1     9
 -3.7196835959383240E-01 a       880     0    30     1    10
  1.0821326356184291E+00 a       881     0    30     1    11
 -4.9115485283187160E-01 a       882     0    30     1    12
 -4.8419115990150169E-01 a       883     0    30     1    13
 -4.8883534358723002E-01 a       884     0    30     1    14
  5.9640722716427863E-01 a       885     0    30     1    15
 -1.1398683291631935E-04 a       886     0    30     1    16
  2.5868597442805286E-01 a       887     0    30     1    17
 -1.6449582811104351E+00 a       888     0    30     1    18
  8.3898067777934926E-01 a       889     0    30     1    19
 -4.0909573608704319E-01 a       890     0    30     1    20
  6.6085713693974169E-01 a       891     0    30     1    21
 -3.6972426852042883E-02 a       892     0    30     1    22
 -6.3710812143460938E-01 a       893     0    30     1    23
 -2.3526558209879830E-01 a       894     0    30     1    24
  4.7490850421056531E-02 a       895     0    30     1    25
 -3.3013008610417810E-01 a       896     0    30     1    26
 -1.1667783656716526E+00 a       897     0    30     1    27
 -7.1314768034915932E-02 a       898     0    30     1    28
 -5.9116611337515834E-01 a       899     0    30     1    29
 -9.8924665642415657E-02 a       900     0    30     1    30
 -7.0633705795925900E-02 a       901     0    31     1     1
 -5.1137356633310416E-01 a       902     0    31     1     2
 -1.0047881346782990E-01 a       903     0    31     1     3
  5.8094925413184551E-01 a       904     0    31     1     4
  2.2106328464437602E-01 a       905     0    31     1     5
  9.1105804919097547E-02 a       906     0    31     1     6
 -6.4094678362602775E-01 a       907     0    31     1     7
 -4.2838778994957322E-01 a       908     0    31     1     8
 -1.3400218803908329E-01 a       909     0    31     1     9
 -1.7338616720059552E+00 a       910     0    31     1    10
  1.8399624838846239E-03 a       911     0    31     1    11
  5.4440765770933242E-01 a       912     0    31     1    12
  1.2390122620940110E-01 a       913     0    31     1    13
  5.2550245872003842E-01 a       914     0    31     1    14
  8.1223721090268892E-03 a       915     0    31     1    15
  4.8903010689788512E-01 a       916     0    31     1    16
 -7.7031408668348300E-01 a       917     0    31     1    17
 -1.2819044918268176E+00 a       918     0    31     1    18
  6.0857460821628025E-02 a       919     0    31     1    19
 -7.0619765886112451E-01 a       920     0    31     1    20
  6.8868412023730197E-01 a       921     0    31     1    21
 -3.4323973768147070E-01 a       922     0    31     1    22
 -2.5624539535404650E-01 a       923     0    31     1    23
  4.6276408997760016E-01 a       924     0    31     1    24
 -1.1061981143953821E+00 a       925     0    31     1    25
 -1.2261473712426161E+00 a       926     0    31     1    26
  2.8191218536783486E-01 a       927     0    31     1    27
  2.7262668411895913E-01 a       928     0    31     1    28
 -1.3357108506143911E-01 a       929     0    31     1    29
 -7.4637010913663082E-01 a       930     0    31     1    30
  5.6671573212854198E-01 a       931     0    32     1     1
 -5.4392882809050233E-02 a       932     0    32     1     2
  7.4951738900677811E-01 a       933     0    32     1     3
  2.7792512415469622E-01 a       934     0    32     1     4
 -2.7558054431437251E-01 a       935     0    32     1     5
 -2.4729227701556764E-01 a       936     0    32     1     6
 -1.3559767764455533E-01 a       937     0    32     1     7
  6.2925904308237385E-02 a       938     0    32     1     8
  3.6235201110619419E-01 a       939     0    32     1     9
  5.0613898408680214E-01 a       940     0    32     1    10
 -1.1340267914955513E+00 a       941     0    32     1    11
  9.3412572562915253E-01 a       942     0    32     1    12
  1.6556130929393495E-01 a       943     0    32     1    13
 -1.8197912513125500E-01 a       944     0    32     1    14
  6.0716244270874589E-02 a       945     0    32     1    15
  5.8518746859197268E-01 a       946     0    32     1    16
  7.9449047025080521E-01 a       947     0    32     1    17
  6.4304757375079835E-01 a       948     0    32     1    18
  1.9041565267754348E-01 a       949     0    32     1    19
 -1.8603106839336131E-01 a       950     0    32     1    20
  2.9048613977515564E-03 a       951     0    32     1    21
  3.4498039112597556E-01 a       952     0    32     1    22
  9.1222787786904069E-01 a       953     0    32     1    23
  8.7531817406017332E-01 a       954     0    32     1    24
  3.0018700326441267E-01 a       955     0    32     1    25
  6.2248726027737777E-01 a       956     0    32     1    26
  5.4342258262044707E-01 a       957     0    32     1    27
  1.2136496059466485E-01 a       958     0    32     1    28
 -1.4753877903079390E-01 a       959     0    32     1    29
 -8.0489804467835269E-01 a       960     0    32     1    30
  2.7995008005436573E-02 a       961     0    33     1     1
 -1.8977344797546322E-01 a       962     0    33     1     2
  3.0046674478152358E-01 a       963     0    33     1     3
  8.8146250641894242E-01 a       964     0    33     1     4
  9.5633353456817460E-01 a       965     0    33     1     5
  5.6419270095276440E-02 a       966     0    33     1     6
  2.0416453165647602E-01 a       967     0    33     1     7
 -7.7426508928128646E-01 a       968     0    33     1     8
 -3.9805299579816870E-02 a       969     0    33     1     9
  2.5165426450498612E-01 a       970     0    33     1    10
 -2.2138007886843528E-01 a       971     0    33     1    11
  8.8115516096435739E-02 a       972     0    33     1    12
  5.5132577873667976E-01 a       973     0    33     1    13
 -5.9759891764270168E-01 a       974     0    33     1    14
  8.1411599391373324E-01 a       975     0    33     1    15
  2.6826322255229346E-01 a       976     0    33     1    16
 -3.9202459441220167E-02 a       977     0    33     1    17
 -3.8790034121003863E-01 a       978     0    33     1    18
  2.2519386085713567E-02 a       979     0    33     1    19
 -2.9233288963605508E-01 a       980     0    33     1    20
 -6.1091596094402179E-01 a       981     0    33     1    21
  1.1555473160763584E-01 a       982     0    33     1    22
 -3.7041890543764933E-01 a       983     0    33     1    23
 -2.6420208301204579E-01 a       984     0    33     1    24
  1.8289529263241844E-01 a       985     0    33     1    25
 -1.1293180080161649E+00 a       986     0    33     1    26
  3.2548374597184315E-01 a       987     0    33     1    27
 -1.0003704016350723E-01 a       988     0    33     1    28
 -3.7236510521412614E-01 a       989     0    33     1    29
 -2.1332190809004292E-02 a       990     0    33     1    30
 -4.4712505653968554E-01 a       991     0    34     1     1
 -2.0247666291927188E-02 a       992     0    34     1     2
 -1.1663629382884138E+00 a       993     0    34     1     3
 -2.9966734276392626E-01 a       994     0    34     1     4
 -9.7810639960005219E-01 a       995     0    34     1     5
  5.7521039886399772E-01 a       996     0    34     1     6
 -1.3026105788649503E-01 a       997     0    34     1     7
  4.2209746817236599E-01 a       998     0    34     1     8
 -2.9264575942824783E-01 a       999     0    34     1     9
 -4.0474363095490717E-01 a      1000     0    34     1    10
  2.7522313821092032E-01 a      1001     0    34     1    11
  3.0024468270459465E-01 a      1002     0    34     1    12
  8.2577244677714379E-02 a      1003     0    34     1    13
 -6.6296729227283191E-02 a      1004     0    34     1    14
 -2.1275503929751227E-01 a      1005     0    34     1    15
 -2.4448307136655262E-01 a      1006     0    34     1    16
  1.4508766679003882E-01 a      1007     0    34     1    17
  6.7859037343588402E-01 a      1008     0    34     1    18
  2.9700629451715427E-01 a      1009     0    34     1    19
 -5.1977400868994239E-01 a      1010     0    34     1    20
 -4.5976874206291313E-01 a      1011     0    34     1    21
  1.7665460971741853E-01 a      1012     0    34     1    22
  1.7216505653150105E-01 a      1013     0    34     1    23
 -4.3544072479801674E-02 a      1014     0    34     1    24
  6.4055365312300339E-01 a      1015     0    34     1    25
  3.7568191864283645E-01 a      1016     0    34     1    26
  1.4449818420276459E+00 a      1017     0    34     1    27
  8.0668899708832464E-01 a      1018     0    34     1    28
  1.9637411113356748E-01 a      1019     0    34     1    29
 -4.1484897454852912E-02 a      1020     0    34     1    30
  3.1619272191100868E-02 a      1021     0    35     1     1
 -5.3921112196425103E-01 a      1022     0    35     1     2
 -2.0848611283724647E-01 a      1023     0    35     1     3
  1.7057997679637569E+00 a      1024     0    35     1     4
 -3.0598701820370583E-01 a      1025     0    35     1     5
 -2.4141157000088018E-01 a      1026     0    35     1     6
 -2.5950937993450462E-01 a      1027     0    35     1     7
 -1.0007253279672497E+00 a      1028     0    35     1     8
  5.9429613116582647E-01 a      1029     0    35     1     9
 -1.1010768970007441E+00 a      1030     0    35     1    10
  1.2913481957141331E+00 a      1031     0    35     1    11
