################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -1.3360170169195125E+00 a      1032     0    35     1    12
 -3.4269372531985154E-01 a      1033     0    35     1    13
  4.2160779634992424E-01 a      1034     0    35     1    14
  1.7048574777635661E+00 a      1035     0    35     1    15
  7.7478728339543224E-02 a      1036     0    35     1    16
 -3.8935766746370337E-01 a      1037     0    35     1    17
  3.3394171180680676E-01 a      1038     0    35     1    18
 -1.8394803966828213E-01 a      1039     0    35     1    19
  2.0679104939282741E-01 a      1040     0    35     1    20
  8.8964100499673593E-01 a      1041     0    35     1    21
 -8.2606512380970276E-01 a      1042     0    35     1    22
 -7.7222776135434412E-01 a      1043     0    35     1    23
 -5.6592885070241850E-01 a      1044     0    35     1    24
  9.5059397649271571E-01 a      1045     0    35     1    25
  7.3537096998669449E-01 a      1046     0    35     1    26
 -8.2330570455032936E-01 a      1047     0    35     1    27
  8.8228289832401732E-02 a      1048     0    35     1    28
 -6.9611022580428794E-01 a      1049     0    35     1    29
  3.0630967648398316E-01 a      1050     0    35     1    30
  1.2465663047279837E-01 a      1051     0    36     1     1
  3.5933558381416869E-01 a      1052     0    36     1     2
 -5.7084329054719794E-02 a      1053     0    36     1     3
 -8.3712680626719327E-01 a      1054     0    36     1     4
  1.1181137344640575E+00 a      1055     0    36     1     5
 -1.6303086396092867E-01 a      1056     0    36     1     6
  3.4171109914382775E-01 a      1057     0    36     1     7
  1.4627355703271565E+00 a      1058     0    36     1     8
 -4.8067366179877263E-01 a      1059     0    36     1     9
  2.5743893455040773E-01 a      1060     0    36     1    10
 -9.9651869324513720E-01 a      1061     0    36     1    11
  1.0157389544289093E+00 a      1062     0    36     1    12
  5.8758877682301897E-02 a      1063     0    36     1    13
 -4.4243828768337040E-01 a      1064     0    36     1    14
 -6.0020450706387996E-01 a      1065     0    36     1    15
 -8.0946775178877572E-01 a      1066     0    36     1    16
 -1.4362849819261755E-01 a      1067     0    36     1    17
 -9.2576289849123594E-01 a      1068     0    36     1    18
 -1.2064667825208643E-01 a      1069     0    36     1    19
  4.4315137422110562E-01 a      1070     0    36     1    20
 -2.0933356881053899E-01 a      1071     0    36     1    21
 -5.3539424561758050E-03 a      1072     0    36     1    22
  7.0400807076828276E-01 a      1073     0    36     1    23
  4.6956231085456407E-01 a      1074     0    36     1    24
 -1.8292663229225287E-01 a      1075     0    36     1    25
 -6.0609288986125520E-01 a      1076     0    36     1    26
  1.0345887293755389E+00 a      1077     0    36     1    27
 -3.2555100183145480E-01 a      1078     0    36     1    28
  6.7643852291402218E-01 a      1079     0    36     1    29
  1.4155895052449724E-01 a      1080     0    36     1    30
  2.4650995535741699E-01 a      1081     0    37     1     1
  7.7550033784766451E-02 a      1082     0    37     1     2
 -1.9139248855009944E-01 a      1083     0    37     1     3
 -6.2435740579437959E-01 a      1084     0    37     1     4
  1.2586883691762060E-01 a      1085     0    37     1     5
 -3.9451039100361990E-01 a      1086     0    37     1     6
  1.6007182959820090E-01 a      1087     0    37     1     7
  4.0568462287533197E-01 a      1088     0    37     1     8
  7.0886332797089524E-01 a      1089     0    37     1     9
 -1.4448218552366304E-01 a      1090     0    37     1    10
  8.8959642571587383E-01 a      1091     0    37     1    11
 -6.3597665732973563E-01 a      1092     0    37     1    12
 -3.0097336248988904E-01 a      1093     0    37     1    13
 -7.5454630168588710E-01 a      1094     0    37     1    14
 -5.4313586361184463E-01 a      1095     0    37     1    15
 -1.4054688893929984E-01 a      1096     0    37     1    16
  3.6451590748513801E-01 a      1097     0    37     1    17
  4.5330277421807669E-01 a      1098     0    37     1    18
 -3.1846087384843152E-01 a      1099     0    37     1    19
  7.4251913039742035E-01 a      1100     0    37     1    20
  1.8813567925547170E-02 a      1101     0    37     1    21
 -3.1774485315151307E-01 a      1102     0    37     1    22
 -4.3552544634899160E-01 a      1103     0    37     1    23
 -5.9706584487414982E-01 a      1104     0    37     1    24
 -7.3303910476392635E-03 a      1105     0    37     1    25
  6.7460397546441597E-01 a      1106     0    37     1    26
 -1.4577986057397216E-01 a      1107     0    37     1    27
  2.3077122360280139E-01 a      1108     0    37     1    28
  2.8598175108782448E-01 a      1109     0    37     1    29
 -7.8602839210821104E-02 a      1110     0    37     1    30
  1.7336192985734294E-01 a      1111     0    38     1     1
  2.0635849082515589E-01 a      1112     0    38     1     2
  3.0210612616928212E-01 a      1113     0    38     1     3
 -1.6114958617743841E-01 a      1114     0    38     1     4
 -4.2693648412159263E-01 a      1115     0    38     1     5
  7.2808931150496126E-01 a      1116     0    38     1     6
  1.7948500363180164E-01 a      1117     0    38     1     7
 -3.7771753139281433E-01 a      1118     0    38     1     8
 -2.8678766796576538E-01 a      1119     0    38     1     9
  4.5988799256460466E-01 a      1120     0    38     1    10
 -3.2561637915676939E-01 a      1121     0    38     1    11
  5.1518323283028244E-01 a      1122     0    38     1    12
  1.2775297674162892E-01 a      1123     0    38     1    13
  1.0009102143774864E+00 a      1124     0    38     1    14
 -5.9468753002535513E-01 a      1125     0    38     1    15
 -5.0424452286738711E-02 a      1126     0    38     1    16
  1.5690356560867150E-01 a      1127     0    38     1    17
  3.4153556453339501E-01 a      1128     0    38     1    18
 -5.5008259841930807E-01 a      1129     0    38     1    19
 -4.2470143653959058E-01 a      1130     0    38     1    20
 -5.4750812703263818E-01 a      1131     0    38     1    21
  1.0484309461238071E+00 a      1132     0    38     1    22
 -3.5930681139033960E-01 a      1133     0    38     1    23
  5.6563681042321245E-01 a      1134     0    38     1    24
 -8.6560656677722014E-01 a      1135     0    38     1    25
  4.0016782852971505E-01 a      1136     0    38     1    26
 -6.7082466712909439E-01 a      1137     0    38     1    27
 -5.6531658560334330E-01 a      1138     0    38     1    28
  6.7733871005787677E-02 a      1139     0    38     1    29
 -3.5010752626864744E-01 a      1140     0    38     1    30
  4.3876305715318042E-01 a      1141     0    39     1     1
  3.6575786135554406E-01 a      1142     0    39     1     2
  1.8116051540525557E+00 a      1143     0    39     1     3
  7.2518908673222271E-01 a      1144     0    39     1     4
 -4.5404969267884304E-01 a      1145     0    39     1     5
 -7.8809682209100840E-01 a      1146     0    39     1     6
 -5.9312494247445346E-01 a      1147     0    39     1     7
 -4.8957219548508751E-01 a      1148     0    39     1     8
 -1.4660491037283909E+00 a      1149     0    39     1     9
 -5.3857622265144212E-01 a      1150     0    39     1    10
 -3.9030435674272906E-01 a      1151     0    39     1    11
  7.9430379047185473E-01 a      1152     0    39     1    12
 -9.2580812236818810E-01 a      1153     0    39     1    13
  2.4929651991702534E-01 a      1154     0    39     1    14
 -6.9221566260277934E-01 a      1155     0    39     1    15
 -1.1352653907251966E+00 a      1156     0    39     1    16
 -2.0322528474302590E-01 a      1157     0    39     1    17
  2.0695010742153389E-01 a      1158     0    39     1    18
  3.2893409431830822E-01 a      1159     0    39     1    19
  1.1984272414504957E-01 a      1160     0    39     1    20
 -2.0677674468887527E-01 a      1161     0    39     1    21
 -1.0852253652282682E+00 a      1162     0    39     1    22
  8.1045301882197635E-02 a      1163     0    39     1    23
  1.2702949866499054E+00 a      1164     0    39     1    24
 -3.8953767866449251E-01 a      1165     0    39     1    25
 -4.9037600908774859E-01 a      1166     0    39     1    26
  7.1751933193017725E-01 a      1167     0    39     1    27
 -4.3698337308916130E-01 a      1168     0    39     1    28
  1.1005908036530678E+00 a      1169     0    39     1    29
 -4.5446105296363198E-01 a      1170     0    39     1    30
  3.0074429822497728E-01 a      1171     0    40     1     1
 -3.4191811679516637E-01 a      1172     0    40     1     2
  2.8515621965533738E-01 a      1173     0    40     1     3
 -3.0500768601786915E-01 a      1174     0    40     1     4
 -4.1971369184100860E-01 a      1175     0    40     1     5
 -1.1665203286805546E+00 a      1176     0    40     1     6
  1.1418643179894914E+00 a      1177     0    40     1     7
 -5.0472005949296472E-01 a      1178     0    40     1     8
  1.3030554532156025E+00 a      1179     0    40     1     9
  8.7514924688667328E-01 a      1180     0    40     1    10
 -4.9360593831528077E-01 a      1181     0    40     1    11
  4.9264881097440943E-01 a      1182     0    40     1    12
  8.6991356356340099E-01 a      1183     0    40     1    13
 -2.3716596458331821E-01 a      1184     0    40     1    14
 -1.3635582456505728E+00 a      1185     0    40     1    15
  1.3905245037009761E+00 a      1186     0    40     1    16
 -2.4713656299473207E-02 a      1187     0    40     1    17
 -5.7713620257573839E-01 a      1188     0    40     1    18
 -8.6925517521220053E-01 a      1189     0    40     1    19
 -4.0302447451103418E-01 a      1190     0    40     1    20
  6.4478392411891350E-01 a      1191     0    40     1    21
  7.6799720913987582E-02 a      1192     0    40     1    22
 -1.5255122588336306E-01 a      1193     0    40     1    23
 -6.8514297124342272E-01 a      1194     0    40     1    24
 -6.5018996433758608E-02 a      1195     0    40     1    25
 -1.0971161245195813E+00 a      1196     0    40     1    26
  2.4229082831629700E-01 a      1197     0    40     1    27
  5.0062393866474632E-02 a      1198     0    40     1    28
 -3.6779232316391364E-01 a      1199     0    40     1    29
 -1.6232753957379581E-02 a      1200     0    40     1    30
  2.7190594675891366E-01 a      1201     0    41     1     1
 -4.8537163124873946E-02 a      1202     0    41     1     2
  1.6079987642302529E+00 a      1203     0    41     1     3
  5.5158264793332223E-01 a      1204     0    41     1     4
 -1.6502575025499971E-01 a      1205     0    41     1     5
  6.0546703600553942E-01 a      1206     0    41     1     6
 -1.7564389014163143E-01 a      1207     0    41     1     7
 -2.9757417081991194E-01 a      1208     0    41     1     8
  4.1616630850610969E-01 a      1209     0    41     1     9
  1.4574851438723219E-02 a      1210     0    41     1    10
  5.0572307510584913E-01 a      1211     0    41     1    11
 -4.1400662681513939E-01 a      1212     0    41     1    12
  3.1207845299992060E-02 a      1213     0    41     1    13
  5.2334096055750012E-01 a      1214     0    41     1    14
  1.4441376373551298E+00 a      1215     0    41     1    15
 -8.7410876814891303E-01 a      1216     0    41     1    16
 -4.0326449259470154E-01 a      1217     0    41     1    17
  9.2750255651655844E-01 a      1218     0    41     1    18
 -2.5768438119308318E-01 a      1219     0    41     1    19
 -1.1770657343978341E-01 a      1220     0    41     1    20
  1.0517184346524759E+00 a      1221     0    41     1    21
 -8.5934174443070466E-01 a      1222     0    41     1    22
  6.5908479362019468E-01 a      1223     0    41     1    23
  8.9152612323090508E-01 a      1224     0    41     1    24
 -6.1216805157058629E-01 a      1225     0    41     1    25
  1.5328683724173708E+00 a      1226     0    41     1    26
 -3.4907818549378626E-02 a      1227     0    41     1    27
 -2.6326438473411767E-01 a      1228     0    41     1    28
 -2.6235026353233526E-01 a      1229     0    41     1    29
 -7.5519084870360764E-01 a      1230     0    41     1    30
 -4.8001264336673310E-01 a      1231     0    42     1     1
  6.4464103568815134E-01 a      1232     0    42     1     2
 -2.8354653889360315E-01 a      1233     0    42     1     3
 -1.0558188819152250E+00 a      1234     0    42     1     4
  1.4645638953486295E-01 a      1235     0    42     1     5
 -1.3018498781060883E-01 a      1236     0    42     1     6
  5.2664974828760625E-01 a      1237     0    42     1     7
 -3.6286247974510344E-01 a      1238     0    42     1     8
  3.5299629759491646E-01 a      1239     0    42     1     9
  1.0891105398973009E+00 a      1240     0    42     1    10
  7.3170229069057768E-01 a      1241     0    42     1    11
 -1.1571700768923578E+00 a      1242     0    42     1    12
  2.0999446191916407E-01 a      1243     0    42     1    13
 -4.9901009972581989E-01 a      1244     0    42     1    14
 -1.7499439096268388E-02 a      1245     0    42     1    15
  5.4634291182701245E-01 a      1246     0    42     1    16
  8.2402274116398511E-01 a      1247     0    42     1    17
  1.6449505167051259E-01 a      1248     0    42     1    18
 -3.0552042385667766E-01 a      1249     0    42     1    19
  3.4548664912185345E-01 a      1250     0    42     1    20
  3.4592255571444058E-01 a      1251     0    42     1    21
  8.2931093573610648E-01 a      1252     0    42     1    22
  2.4003885248012202E-01 a      1253     0    42     1    23
 -2.6046994536562085E-01 a      1254     0    42     1    24
  8.3903997053189516E-01 a      1255     0    42     1    25
  6.8849716011607065E-01 a      1256     0    42     1    26
  3.3328902550178174E-02 a      1257     0    42     1    27
  5.2022231943061503E-01 a      1258     0    42     1    28
  7.5011142700911443E-02 a      1259     0    42     1    29
  5.3969309321842018E-01 a      1260     0    42     1    30
  1.6420295959829898E+00 a      1261     0    43     1     1
 -5.6474153968281116E-01 a      1262     0    43     1     2
 -2.6372948054190326E-01 a      1263     0    43     1     3
 -4.3652826191175426E-01 a      1264     0    43     1     4
  1.0967346010921415E+00 a      1265     0    43     1     5
 -4.5790809584010432E-02 a      1266     0    43     1     6
 -1.5676627327678019E+00 a      1267     0    43     1     7
  1.0862101635353277E-01 a      1268     0    43     1     8
  9.9039258540765424E-02 a      1269     0    43     1     9
  1.0881342268761846E-01 a      1270     0    43     1    10
 -1.6365479349285073E-01 a      1271     0    43     1    11
  5.0451699390633331E-01 a      1272     0    43     1    12
  1.6068057495085275E-01 a      1273     0    43     1    13
  4.4424288526589895E-01 a      1274     0    43     1    14
  1.3052206843094161E+00 a      1275     0    43     1    15
  7.5836334192052413E-01 a      1276     0    43     1    16
 -1.4325520573801653E+00 a      1277     0    43     1    17
 -5.2045598962093986E-01 a      1278     0    43     1    18
  3.8538069780588569E-01 a      1279     0    43     1    19
  1.2053028352279753E-01 a      1280     0    43     1    20
 -1.8919683822074240E-01 a      1281     0    43     1    21
  6.4310964204511489E-02 a      1282     0    43     1    22
  5.0815916189392485E-01 a      1283     0    43     1    23
  8.9331714175202681E-01 a      1284     0    43     1    24
 -5.5505334967924402E-01 a      1285     0    43     1    25
  1.9809896803909216E-01 a      1286     0    43     1    26
 -5.7955118076111944E-01 a      1287     0    43     1    27
  1.2967676227508982E+00 a      1288     0    43     1    28
 -9.2672242045994624E-01 a      1289     0    43     1    29
 -3.3219950936255127E-01 a      1290     0    43     1    30
 -9.8747143019012018E-01 a      1291     0    44     1     1
  7.1580184611489905E-01 a      1292     0    44     1     2
 -3.8952919952957599E-01 a      1293     0    44     1     3
  3.0320386469591554E-01 a      1294     0    44     1     4
 -5.7169299378993765E-01 a      1295     0    44     1     5
 -1.2356383878386146E-01 a      1296     0    44     1     6
  4.5793162209701753E-03 a      1297     0    44     1     7
 -6.7337751553690123E-02 a      1298     0    44     1     8
 -3.3559149394346172E-01 a      1299     0    44     1     9
 -1.1607693172050928E+00 a      1300     0    44     1    10
 -2.4120394661751263E-01 a      1301     0    44     1    11
 -5.9580573066739340E-01 a      1302     0    44     1    12
 -3.3321951514400100E-01 a      1303     0    44     1    13
 -2.6513690126128187E-01 a      1304     0    44     1    14
 -1.0994218350849663E+00 a      1305     0    44     1    15
  4.8098976120308784E-01 a      1306     0    44     1    16
  6.2678270262398850E-01 a      1307     0    44     1    17
 -3.0624289690103351E-01 a      1308     0    44     1    18
  3.3861936312125501E-01 a      1309     0    44     1    19
 -1.3526407301338111E-02 a      1310     0    44     1    20
 -7.4226125437715762E-01 a      1311     0    44     1    21
  2.5174151016218199E-01 a      1312     0    44     1    22
 -5.5630577558776539E-02 a      1313     0    44     1    23
 -1.0083474205672138E+00 a      1314     0    44     1    24
  2.2312832901741991E-01 a      1315     0    44     1    25
 -8.3844886863289503E-01 a      1316     0    44     1    26
 -1.7612367264285098E+00 a      1317     0    44     1    27
 -8.5874684150156599E-01 a      1318     0    44     1    28
 -3.9593649493279193E-01 a      1319     0    44     1    29
  1.7860777925384443E+00 a      1320     0    44     1    30
  4.4788302704126315E-01 a      1321     0    45     1     1
 -1.4010942997609925E+00 a      1322     0    45     1     2
  1.0897553743644524E-01 a      1323     0    45     1     3
 -2.2098685148231093E-01 a      1324     0    45     1     4
 -1.3231032373187634E-01 a      1325     0    45     1     5
  1.0743697080045442E+00 a      1326     0    45     1     6
  4.6917047505386117E-01 a      1327     0    45     1     7
 -6.4650716925461194E-01 a      1328     0    45     1     8
 -1.8425968032302908E-01 a      1329     0    45     1     9
 -2.4816950923663712E+00 a      1330     0    45     1    10
 -1.3161402091243208E+00 a      1331     0    45     1    11
  2.6297135493348025E-02 a      1332     0    45     1    12
  1.1213968385332351E+00 a      1333     0    45     1    13
  8.1345229417709330E-01 a      1334     0    45     1    14
 -1.1410658733686999E-01 a      1335     0    45     1    15
  5.7427507243038989E-01 a      1336     0    45     1    16
 -1.5507971668138039E+00 a      1337     0    45     1    17
  3.6407418373486766E-02 a      1338     0    45     1    18
 -8.9931050234226240E-01 a      1339     0    45     1    19
 -7.8480620942785795E-02 a      1340     0    45     1    20
  7.9567542989686568E-01 a      1341     0    45     1    21
  7.2635146827470395E-02 a      1342     0    45     1    22
 -9.7789907510616991E-01 a      1343     0    45     1    23
  2.9063064264082078E-01 a      1344     0    45     1    24
 -1.0298878638688926E+00 a      1345     0    45     1    25
  2.1896823884090125E-01 a      1346     0    45     1    26
  5.9350246065514545E-01 a      1347     0    45     1    27
  1.0748490801174522E+00 a      1348     0    45     1    28
  1.4771972411513415E-01 a      1349     0    45     1    29
 -5.6812863216688203E-01 a      1350     0    45     1    30
 -6.1105204475780217E-01 a      1351     0    46     1     1
 -1.5222966367612908E-01 a      1352     0    46     1     2
 -1.2797937725252289E+00 a      1353     0    46     1     3
  1.0081403116172007E+00 a      1354     0    46     1     4
 -1.0865646734134837E+00 a      1355     0    46     1     5
 -5.1304768636161158E-01 a      1356     0    46     1     6
  8.9210525714788089E-02 a      1357     0    46     1     7
  9.5548529381922465E-01 a      1358     0    46     1     8
  2.4014120194747313E-01 a      1359     0    46     1     9
  8.7769530059249568E-01 a      1360     0    46     1    10
 -6.3857608210949272E-03 a      1361     0    46     1    11
 -1.2763030469391401E+00 a      1362     0    46     1    12
 -1.3109897486570325E+00 a      1363     0    46     1    13
 -4.6770588954381609E-01 a      1364     0    46     1    14
  1.4645138945463714E+00 a      1365     0    46     1    15
 -5.4368494805827616E-01 a      1366     0    46     1    16
  5.8453478532735736E-01 a      1367     0    46     1    17
  1.4333621560839767E+00 a      1368     0    46     1    18
  4.5339791063344032E-01 a      1369     0    46     1    19
  7.3667838863351232E-01 a      1370     0    46     1    20
 -7.3243868015225189E-01 a      1371     0    46     1    21
  5.4581630241643597E-01 a      1372     0    46     1    22
  4.2722147995865306E-01 a      1373     0    46     1    23
 -1.1215540002518769E-01 a      1374     0    46     1    24
  8.8362979282576026E-01 a      1375     0    46     1    25
  4.9060240138136307E-01 a      1376     0    46     1    26
 -2.2847929472790053E-02 a      1377     0    46     1    27
 -5.9060140556543594E-01 a      1378     0    46     1    28
  7.3952348117106270E-02 a      1379     0    46     1    29
  8.4781946210331605E-01 a      1380     0    46     1    30
  1.7398367665656997E-01 b      1381     1     1
  5.9565788021815801E-02 b      1382     1     2
 -6.2047502869411832E-02 b      1383     1     3
 -1.8283484600696365E-01 b      1384     1     4
 -2.4907616804496366E-01 b      1385     1     5
  6.5615076459858424E-02 b      1386     1     6
 -1.7147520415278716E-01 b      1387     1     7
  1.9804297719478664E-01 b      1388     1     8
  3.3668422739029241E-01 b      1389     1     9
 -5.0184145501417352E-02 b      1390     1    10
 -3.0999508364155375E-02 b      1391     1    11
  1.0364060054689739E-01 b      1392     1    12
  2.9875909491571118E-01 b      1393     1    13
  1.1973692099380205E-01 b      1394     1    14
 -2.4462056904377139E-02 b      1395     1    15
  1.1661043248166948E-01 b      1396     1    16
 -9.7957802243774594E-02 b      1397     1    17
 -1.0278439563437054E-01 b      1398     1    18
  2.0994068795436465E-03 b      1399     1    19
 -4.0070170919700642E-03 b      1400     1    20
  2.5782371465737305E-02 b      1401     1    21
  2.1481012597047797E-01 b      1402     1    22
 -1.6013923598448052E-01 b      1403     1    23
  2.1466308365208353E-01 b      1404     1    24
 -6.1730049455818503E-02 b      1405     1    25
 -1.3796091940430874E-01 b      1406     1    26
 -2.8908699242540550E-02 b      1407     1    27
 -1.4184061077302626E-01 b      1408     1    28
 -2.8194702771757291E-01 b      1409     1    29
  3.2952173144982932E-01 b      1410     1    30
  6.6965318095261361E-01 a      1411     1     1     2     1
 -1.5623830409595422E-02 a      1412     1     1     2     2
  5.1571737751496016E-01 a      1413     1     1     2     3
 -1.4323961544284800E-01 a      1414     1     1     2     4
 -3.4509638426243178E-01 a      1415     1     1     2     5
 -6.8931740094682531E-02 a      1416     1     1     2     6
 -8.6496056270071164E-01 a      1417     1     1     2     7
  3.8464357639337537E-01 a      1418     1     1     2     8
 -8.5145534285761312E-02 a      1419     1     1     2     9
 -5.3801666332462653E-02 a      1420     1     1     2    10
 -7.2768239071875951E-01 a      1421     1     1     2    11
 -4.4332605771559605E-02 a      1422     1     1     2    12
  9.6752546528646607E-02 a      1423     1     1     2    13
  2.5215892464140649E-01 a      1424     1     1     2    14
 -3.8725079653395289E-01 a      1425     1     1     2    15
 -4.6009599428545422E-01 a      1426     1     1     2    16
  3.1838382731749043E-01 a      1427     1     1     2    17
 -5.5137882857019788E-02 a      1428     1     1     2    18
 -1.7933379084949788E-01 a      1429     1     1     2    19
 -3.3513083519094905E-01 a      1430     1     1     2    20
  1.5967525774857924E-01 a      1431     1     1     2    21
  1.3804335048365210E-01 a      1432     1     1     2    22
 -5.5857700983002878E-01 a      1433     1     1     2    23
  2.6509849942806352E-01 a      1434     1     1     2    24
  3.0720547986468366E-01 a      1435     1     1     2    25
  3.1428459525104896E-01 a      1436     1     1     2    26
  5.8965013786532228E-01 a      1437     1     1     2    27
  8.5211719311093292E-01 a      1438     1     1     2    28
  4.6869826503190709E-01 a      1439     1     1     2    29
 -2.2755424656299098E-02 a      1440     1     1     2    30
  2.2411585316126623E-01 a      1441     1     2     2     1
 -4.8432630080363637E-02 a      1442     1     2     2     2
 -1.2058817090932741E-01 a      1443     1     2     2     3
  3.5655014626866949E-01 a      1444     1     2     2     4
  1.9395654620555999E-01 a      1445     1     2     2     5
 -8.3191425665907953E-02 a      1446     1     2     2     6
  4.0476497604074990E-01 a      1447     1     2     2     7
 -1.3710285734907465E-01 a      1448     1     2     2     8
 -1.2686982391366444E-01 a      1449     1     2     2     9
  5.8582784667976584E-01 a      1450     1     2     2    10
 -1.0379378749712749E+00 a      1451     1     2     2    11
 -3.7425350039342054E-01 a      1452     1     2     2    12
  3.4047488909716310E-02 a      1453     1     2     2    13
  3.0265407349058676E-01 a      1454     1     2     2    14
  5.1597470288030034E-01 a      1455     1     2     2    15
 -2.6515912022281912E-01 a      1456     1     2     2    16
  3.1351018101171146E-01 a      1457     1     2     2    17
  2.5585319244473698E-01 a      1458     1     2     2    18
  5.3331630471232461E-01 a      1459     1     2     2    19
  5.0468787484861244E-01 a      1460     1     2     2    20
 -4.5678075500320320E-01 a      1461     1     2     2    21
 -2.2997471014031862E-01 a      1462     1     2     2    22
 -2.8809215855619730E-02 a      1463     1     2     2    23
 -3.2656281922721980E-01 a      1464     1     2     2    24
 -7.9643541875584978E-02 a      1465     1     2     2    25
  2.8966044734733881E-01 a      1466     1     2     2    26
  5.6340721295244678E-01 a      1467     1     2     2    27
 -6.1800262238865400E-01 a      1468     1     2     2    28
 -2.7081548437775943E-01 a      1469     1     2     2    29
  4.3991638769272912E-01 a      1470     1     2     2    30
 -4.0350901047345018E-02 a      1471     1     3     2     1
  1.1030808133695207E+00 a      1472     1     3     2     2
 -3.4785008363086184E-01 a      1473     1     3     2     3
 -2.8805920073959168E-01 a      1474     1     3     2     4
  7.0785179206704985E-01 a      1475     1     3     2     5
  1.3969543406679732E-01 a      1476     1     3     2     6
  5.2383469034180508E-02 a      1477     1     3     2     7
  5.7300907900072355E-02 a      1478     1     3     2     8
  3.8482947567776753E-02 a      1479     1     3     2     9
 -1.4201100444308140E-01 a      1480     1     3     2    10
  2.1092219406388263E-01 a      1481     1     3     2    11
 -1.3056546675242728E-01 a      1482     1     3     2    12
  1.3699130904234641E-01 a      1483     1     3     2    13
  1.1781669948832225E-01 a      1484     1     3     2    14
  1.1332381487070011E+00 a      1485     1     3     2    15
 -2.1864171930926468E-01 a      1486     1     3     2    16
  1.5854672325904007E-01 a      1487     1     3     2    17
 -2.0763872116415344E-01 a      1488     1     3     2    18
 -1.2119298711774150E-01 a      1489     1     3     2    19
 -1.7664007679790392E-01 a      1490     1     3     2    20
  3.4070449127953192E-02 a      1491     1     3     2    21
  6.7494802686126509E-01 a      1492     1     3     2    22
  5.0493648635061139E-01 a      1493     1     3     2    23
  1.1157953169845554E-01 a      1494     1     3     2    24
  4.8500163473396085E-01 a      1495     1     3     2    25
  1.0815890729078537E-01 a      1496     1     3     2    26
  2.1390469864524261E-01 a      1497     1     3     2    27
  2.4957629211728122E-01 a      1498     1     3     2    28
  1.0432733300887007E+00 a      1499     1     3     2    29
 -1.0175460145955370E-01 a      1500     1     3     2    30
  2.7562530164814497E-01 a      1501     1     4     2     1
  1.8629044662691149E-01 a      1502     1     4     2     2
 -8.0806106325928342E-02 a      1503     1     4     2     3
  3.6180030478713548E-01 a      1504     1     4     2     4
 -2.7204088678094940E-01 a      1505     1     4     2     5
  3.0447219620066443E-03 a      1506     1     4     2     6
  2.0770575349934758E-01 a      1507     1     4     2     7
 -4.5832869722995107E-01 a      1508     1     4     2     8
 -1.5471237743899735E-01 a      1509     1     4     2     9
 -7.0297083574564656E-01 a      1510     1     4     2    10
  3.6942419593540959E-01 a      1511     1     4     2    11
 -1.4199387738575559E-02 a      1512     1     4     2    12
 -2.1783263725880653E-01 a      1513     1     4     2    13
  5.5786768216564897E-01 a      1514     1     4     2    14
 -2.4431880144830667E-01 a      1515     1     4     2    15
  6.1369383062055838E-01 a      1516     1     4     2    16
  8.4444874408872306E-01 a      1517     1     4     2    17
  2.2909248136742975E-02 a      1518     1     4     2    18
 -1.8612163722933803E-01 a      1519     1     4     2    19
 -7.3884014391783936E-01 a      1520     1     4     2    20
 -1.2228482372714209E-02 a      1521     1     4     2    21
 -3.8228239523670954E-01 a      1522     1     4     2    22
 -5.9930617590449897E-01 a      1523     1     4     2    23
  8.1543753997217694E-01 a      1524     1     4     2    24
  5.3826825999115924E-01 a      1525     1     4     2    25
  5.8101217565716312E-01 a      1526     1     4     2    26
 -6.3481772797324143E-01 a      1527     1     4     2    27
 -6.3979067611286883E-02 a      1528     1     4     2    28
  9.0226758573037247E-01 a      1529     1     4     2    29
  4.1659412160346182E-01 a      1530     1     4     2    30
  4.2476960678521525E-02 a      1531     1     5     2     1
  6.5272225754665181E-02 a      1532     1     5     2     2
  2.9778109989563803E-02 a      1533     1     5     2     3
 -6.3322040425089865E-01 a      1534     1     5     2     4
 -2.8703422220019392E-01 a      1535     1     5     2     5
  7.2524354922424789E-02 a      1536     1     5     2     6
  7.2623899135126935E-01 a      1537     1     5     2     7
  4.2210143357331836E-01 a      1538     1     5     2     8
 -2.9180511884448457E-01 a      1539     1     5     2     9
 -3.0972450173169741E-01 a      1540     1     5     2    10
 -4.2702259318780061E-01 a      1541     1     5     2    11
 -6.2792535478229938E-01 a      1542     1     5     2    12
  8.0807710171405611E-01 a      1543     1     5     2    13
  6.7026598937758586E-01 a      1544     1     5     2    14
 -3.1823110002190153E-01 a      1545     1     5     2    15
  5.1305019317137712E-01 a      1546     1     5     2    16
  3.8210162850915649E-02 a      1547     1     5     2    17
  5.3324978103868237E-01 a      1548     1     5     2    18
 -4.9786227734070647E-02 a      1549     1     5     2    19
 -4.3387903459923244E-01 a      1550     1     5     2    20
 -1.2617886865539180E-01 a      1551     1     5     2    21
 -1.1168639436153427E+00 a      1552     1     5     2    22
 -9.9529501435834111E-03 a      1553     1     5     2    23
  2.4893365732741310E-01 a      1554     1     5     2    24
