################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -8.6609778092181078E-01 a       503     0    17     1    23
 -6.8618587934436009E-02 a       504     0    17     1    24
 -6.3461325805653102E-01 a       505     0    17     1    25
  3.8184816987519704E-01 a       506     0    17     1    26
 -5.6320952171339789E-01 a       507     0    17     1    27
  1.1918471363238621E+00 a       508     0    17     1    28
  1.2230653201790585E-01 a       509     0    17     1    29
 -1.7456075482816102E+00 a       510     0    17     1    30
 -1.0886874859286235E+00 a       511     0    18     1     1
  4.0971981920507805E-01 a       512     0    18     1     2
 -3.2188986814605836E-01 a       513     0    18     1     3
  1.6727532767600034E-01 a       514     0    18     1     4
 -1.1634321140410593E-01 a       515     0    18     1     5
  3.8883242300729548E-01 a       516     0    18     1     6
 -3.5298124472415471E-01 a       517     0    18     1     7
 -2.4066796355825468E-01 a       518     0    18     1     8
 -5.1644399923940831E-01 a       519     0    18     1     9
  2.4651748287247488E-01 a       520     0    18     1    10
  8.0503118441154842E-01 a       521     0    18     1    11
  1.6693341644627527E-01 a       522     0    18     1    12
 -1.2143819967746083E+00 a       523     0    18     1    13
 -2.7503647523391062E-01 a       524     0    18     1    14
  1.3604152454862806E+00 a       525     0    18     1    15
 -9.2169713573009093E-01 a       526     0    18     1    16
 -8.5445715743183229E-02 a       527     0    18     1    17
  1.4576335207329238E-01 a       528     0    18     1    18
 -1.3662216411230085E-01 a       529     0    18     1    19
  8.1261020684236906E-01 a       530     0    18     1    20
 -8.1644942414949651E-01 a       531     0    18     1    21
 -3.9134549306199240E-01 a       532     0    18     1    22
 -7.3113290124308797E-02 a       533     0    18     1    23
  4.9119702242634250E-01 a       534     0    18     1    24
  6.8539962353827466E-01 a       535     0    18     1    25
 -1.1844637277845144E-01 a       536     0    18     1    26
  1.2010313611537553E-01 a       537     0    18     1    27
  1.6166235869189727E-01 a       538     0    18     1    28
 -3.0924806241221658E-01 a       539     0    18     1    29
  6.5970601517931216E-01 a       540     0    18     1    30
 -2.1408006924744852E-01 a       541     0    19     1     1
  2.4213926007779091E-01 a       542     0    19     1     2
  3.1165079717219141E-01 a       543     0    19     1     3
 -1.3864785677396241E-01 a       544     0    19     1     4
 -9.9160657098177146E-02 a       545     0    19     1     5
 -7.4214301125418813E-01 a       546     0    19     1     6
  1.2267724793890802E+00 a       547     0    19     1     7
  1.0279604004930409E+00 a       548     0    19     1     8
  4.0807136674656569E-01 a       549     0    19     1     9
  5.3005813199868124E-01 a       550     0    19     1    10
 -8.7989451449148859E-01 a       551     0    19     1    11
 -5.5349187791343135E-01 a       552     0    19     1    12
 -2.3881316482967114E+00 a       553     0    19     1    13
 -1.0906170778230215E+00 a       554     0    19     1    14
  1.0533696383906439E+00 a       555     0    19     1    15
  1.4059871443975736E+00 a       556     0    19     1    16
 -4.0648301935510900E-01 a       557     0    19     1    17
  8.7326817896847841E-01 a       558     0    19     1    18
 -1.5626313376778276E-03 a       559     0    19     1    19
 -1.8392911478113255E-01 a       560     0    19     1    20
  4.0482220658998341E-01 a       561     0    19     1    21
 -7.1082369278244184E-01 a       562     0    19     1    22
 -6.9277396975474526E-01 a       563     0    19     1    23
 -2.6901113739899608E-02 a       564     0    19     1    24
  1.6092384947138599E-01 a       565     0    19     1    25
  5.2073238659362731E-01 a       566     0    19     1    26
  5.4193555555220263E-01 a       567     0    19     1    27
 -6.8737820559316498E-01 a       568     0    19     1    28
 -1.0846962051037905E+00 a       569     0    19     1    29
  3.3902938186809406E-01 a       570     0    19     1    30
 -7.4342054854191278E-02 a       571     0    20     1     1
 -2.5390071540969850E-01 a       572     0    20     1     2
  1.2050162050735305E-02 a       573     0    20     1     3
  4.8045923851073369E-01 a       574     0    20     1     4
 -2.3343013451733066E-01 a       575     0    20     1     5
  1.0922960827664541E+00 a       576     0    20     1     6
 -4.0809125181929584E-01 a       577     0    20     1     7
  8.9800827837319311E-02 a       578     0    20     1     8
 -2.7632997330992910E-02 a       579     0    20     1     9
  8.7652498500099396E-01 a       580     0    20     1    10
 -5.8959410551875091E-01 a       581     0    20     1    11
  1.0274400066376964E-02 a       582     0    20     1    12
  5.8874910395195124E-01 a       583     0    20     1    13
  7.7846151184282619E-01 a       584     0    20     1    14
  3.9315560495787572E-01 a       585     0    20     1    15
  8.8055226839219314E-01 a       586     0    20     1    16
  1.8699475033010646E-01 a       587     0    20     1    17
 -3.8210474751718498E-01 a       588     0    20     1    18
  5.4311168856852454E-01 a       589     0    20     1    19
 -3.4534622900470596E-01 a       590     0    20     1    20
 -3.3386915073606732E-01 a       591     0    20     1    21
  8.1923986797142978E-01 a       592     0    20     1    22
  6.7866947295038704E-01 a       593     0    20     1    23
 -1.5085078171790697E-01 a       594     0    20     1    24
  6.1882387397012451E-01 a       595     0    20     1    25
  3.0346126713284672E-02 a       596     0    20     1    26
 -4.2034350830918682E-01 a       597     0    20     1    27
 -3.8362719661533665E-02 a       598     0    20     1    28
 -1.1242597427760673E-01 a       599     0    20     1    29
 -5.8065525117825811E-01 a       600     0    20     1    30
 -7.6557180471834485E-01 a       601     0    21     1     1
 -5.1233496836664782E-01 a       602     0    21     1     2
 -3.8254969730207250E-01 a       603     0    21     1     3
  2.2403314403950891E-01 a       604     0    21     1     4
 -3.9654303881754155E-01 a       605     0    21     1     5
 -7.2913258422799765E-01 a       606     0    21     1     6
  3.2024206655033188E-01 a       607     0    21     1     7
 -6.1528441754254048E-01 a       608     0    21     1     8
  2.2138427423413867E-01 a       609     0    21     1     9
  5.2645164096838526E-01 a       610     0    21     1    10
 -2.3664095998045911E-01 a       611     0    21     1    11
 -4.3022448225300408E-02 a       612     0    21     1    12
 -4.5804678813728272E-01 a       613     0    21     1    13
 -7.5185018183130420E-02 a       614     0    21     1    14
  3.6170130433370938E-02 a       615     0    21     1    15
 -1.0726426504730979E+00 a       616     0    21     1    16
 -3.9208698143004245E-01 a       617     0    21     1    17
  6.7376147069464182E-02 a       618     0    21     1    18
  1.5077813175836083E-01 a       619     0    21     1    19
 -1.3510841149008770E+00 a       620     0    21     1    20
 -5.8970299571091311E-01 a       621     0    21     1    21
 -7.5456823716668314E-02 a       622     0    21     1    22
  3.5676664257764956E-01 a       623     0    21     1    23
 -4.9106312985608769E-01 a       624     0    21     1    24
  5.4757213061108556E-01 a       625     0    21     1    25
  2.1722104533365971E-01 a       626     0    21     1    26
 -4.4365292372735184E-03 a       627     0    21     1    27
  5.4957419388155804E-01 a       628     0    21     1    28
 -7.8163834242601371E-02 a       629     0    21     1    29
  7.1249183415055914E-02 a       630     0    21     1    30
 -6.6802015354001116E-03 a       631     0    22     1     1
  3.8845502210656485E-01 a       632     0    22     1     2
  1.0544996632554184E+00 a       633     0    22     1     3
 -5.6545870444274271E-01 a       634     0    22     1     4
  3.1941776335341976E-01 a       635     0    22     1     5
 -4.5744498143190837E-01 a       636     0    22     1     6
  6.5323516734634851E-02 a       637     0    22     1     7
  3.7716030672259554E-01 a       638     0    22     1     8
 -1.3715994107401497E-01 a       639     0    22     1     9
  2.4631549389162710E-01 a       640     0    22     1    10
  2.4437422882019946E-01 a       641     0    22     1    11
 -2.1736015239060404E-02 a       642     0    22     1    12
  7.6742369003708830E-02 a       643     0    22     1    13
 -3.2935766025362155E-02 a       644     0    22     1    14
 -8.5156668609231789E-01 a       645     0    22     1    15
  3.5579942160135930E-01 a       646     0    22     1    16
  4.3703498246449907E-01 a       647     0    22     1    17
  4.1031233087700442E-01 a       648     0    22     1    18
  7.6309353073480990E-01 a       649     0    22     1    19
  1.0738227203689434E+00 a       650     0    22     1    20
  9.5885487289035981E-02 a       651     0    22     1    21
  4.0524182861238994E-01 a       652     0    22     1    22
 -1.7421218494619803E-01 a       653     0    22     1    23
  2.9330370234316000E-01 a       654     0    22     1    24
 -7.5912245706045281E-02 a       655     0    22     1    25
  1.2631547674291627E-01 a       656     0    22     1    26
  5.0071540409418092E-01 a       657     0    22     1    27
  6.6651253335753902E-01 a       658     0    22     1    28
  5.5443969349255873E-01 a       659     0    22     1    29
 -3.0263234050651761E-01 a       660     0    22     1    30
 -1.0877274415224680E+00 a       661     0    23     1     1
 -3.9097394987355505E-01 a       662     0    23     1     2
  5.0088374737752600E-02 a       663     0    23     1     3
 -8.7187807270758877E-01 a       664     0    23     1     4
  1.4188914535503702E-01 a       665     0    23     1     5
  5.3568086311519503E-01 a       666     0    23     1     6
 -9.7384817102967303E-01 a       667     0    23     1     7
 -1.2151316768142446E+00 a       668     0    23     1     8
  3.3149655387215382E-01 a       669     0    23     1     9
  1.6937642995525537E-01 a       670     0    23     1    10
  3.6695689686110894E-01 a       671     0    23     1    11
  3.3623655313211975E-01 a       672     0    23     1    12
  4.8530730870013089E-01 a       673     0    23     1    13
  2.7070685423489604E-01 a       674     0    23     1    14
 -1.0527589392029604E+00 a       675     0    23     1    15
 -5.0003637249664101E-01 a       676     0    23     1    16
 -2.3131597958909622E-01 a       677     0    23     1    17
 -8.1209452389730230E-01 a       678     0    23     1    18
 -6.0325415944047411E-01 a       679     0    23     1    19
 -4.6437713591767671E-01 a       680     0    23     1    20
  1.2775812495092429E+00 a       681     0    23     1    21
  4.8212299478539000E-01 a       682     0    23     1    22
  1.9690666103991242E-01 a       683     0    23     1    23
  8.8379464571297597E-02 a       684     0    23     1    24
 -6.0005299322491246E-01 a       685     0    23     1    25
 -4.0084065509455180E-01 a       686     0    23     1    26
  1.5207560060488540E-01 a       687     0    23     1    27
  4.3747797324546533E-01 a       688     0    23     1    28
  5.6292379931064895E-01 a       689     0    23     1    29
  3.1978929878713780E-01 a       690     0    23     1    30
  4.3890237978819741E-01 a       691     0    24     1     1
 -1.0117123835621952E-01 a       692     0    24     1     2
 -8.4668497873184445E-01 a       693     0    24     1     3
 -1.3956022987948433E-01 a       694     0    24     1     4
  4.5199257610647969E-01 a       695     0    24     1     5
  3.5420379430640708E-01 a       696     0    24     1     6
 -7.4462682445382899E-01 a       697     0    24     1     7
 -2.7909507837132158E-01 a       698     0    24     1     8
  3.6029510619248512E-01 a       699     0    24     1     9
  2.3110328276179436E-02 a       700     0    24     1    10
 -6.1937335066287147E-01 a       701     0    24     1    11
  4.3507406395186426E-01 a       702     0    24     1    12
 -7.7479490712062754E-02 a       703     0    24     1    13
 -5.3189835853843392E-01 a       704     0    24     1    14
  7.2493171642288440E-02 a       705     0    24     1    15
  1.1898356347987657E-01 a       706     0    24     1    16
  8.7138649747237784E-01 a       707     0    24     1    17
 -6.7619987575140961E-01 a       708     0    24     1    18
  6.1074785850177976E-02 a       709     0    24     1    19
 -1.1633733833564325E-01 a       710     0    24     1    20
 -5.3921261095750828E-01 a       711     0    24     1    21
 -1.1592640801035020E-01 a       712     0    24     1    22
  1.4216926783866976E-01 a       713     0    24     1    23
  4.6121808577609069E-01 a       714     0    24     1    24
 -4.8724115430542958E-01 a       715     0    24     1    25
 -6.2302191199195867E-01 a       716     0    24     1    26
 -1.4222818478465440E-01 a       717     0    24     1    27
 -7.6640283321205827E-01 a       718     0    24     1    28
  2.5510525650961241E-01 a       719     0    24     1    29
 -5.8634559244034834E-01 a       720     0    24     1    30
 -7.1191128970733888E-02 a       721     0    25     1     1
  1.5619790493114696E-01 a       722     0    25     1     2
  6.2936286967329658E-01 a       723     0    25     1     3
  7.9884733208365011E-01 a       724     0    25     1     4
 -2.7238581108865934E-01 a       725     0    25     1     5
 -3.1329090870338125E-02 a       726     0    25     1     6
  8.7302627567521252E-01 a       727     0    25     1     7
  5.7513146860566050E-02 a       728     0    25     1     8
  3.2305937400705947E-01 a       729     0    25     1     9
  7.3777713552362623E-02 a       730     0    25     1    10
 -6.2801193096944125E-02 a       731     0    25     1    11
 -6.5786825422205819E-01 a       732     0    25     1    12
 -4.6765004714527665E-02 a       733     0    25     1    13
 -1.4950232267860741E-01 a       734     0    25     1    14
 -1.9112656669150083E-01 a       735     0    25     1    15
 -5.1065440792272332E-01 a       736     0    25     1    16
  4.1768907190904203E-02 a       737     0    25     1    17
  4.1920443014959002E-01 a       738     0    25     1    18
 -6.0831841755032777E-02 a       739     0    25     1    19
  3.6147575373864089E-03 a       740     0    25     1    20
  1.7607461487790818E-01 a       741     0    25     1    21
 -2.6954181176886194E-01 a       742     0    25     1    22
 -6.9341543486139190E-01 a       743     0    25     1    23
  2.4752670517670258E-02 a       744     0    25     1    24
  4.5035091422731327E-01 a       745     0    25     1    25
 -1.4833331785358647E-01 a       746     0    25     1    26
 -3.5459928310761407E-01 a       747     0    25     1    27
 -4.9839838883590455E-02 a       748     0    25     1    28
 -5.8790624458558982E-01 a       749     0    25     1    29
 -3.3962434022128085E-01 a       750     0    25     1    30
 -1.7079095200877900E-01 a       751     0    26     1     1
  5.2839534715658865E-01 a       752     0    26     1     2
  8.7897871560783214E-02 a       753     0    26     1     3
 -1.3527828626717486E-01 a       754     0    26     1     4
 -5.6317031200484291E-01 a       755     0    26     1     5
 -6.3261802867124950E-01 a       756     0    26     1     6
 -1.7359533842428601E-01 a       757     0    26     1     7
  1.4963167963624524E-01 a       758     0    26     1     8
  8.5860588518109271E-01 a       759     0    26     1     9
 -4.5420399192238403E-01 a       760     0    26     1    10
  2.5212555353942517E-01 a       761     0    26     1    11
  3.1367686915085863E-01 a       762     0    26     1    12
 -3.1867383064822968E-01 a       763     0    26     1    13
 -4.5991309910936368E-01 a       764     0    26     1    14
 -1.9709516606090347E-01 a       765     0    26     1    15
 -1.7698228545919535E-02 a       766     0    26     1    16
 -3.3950600185848823E-01 a       767     0    26     1    17
  3.9400941356255194E-02 a       768     0    26     1    18
  7.0799967035067346E-01 a       769     0    26     1    19
  2.1407636416246004E-01 a       770     0    26     1    20
 -5.6962879484055640E-01 a       771     0    26     1    21
 -1.7446049312512749E-01 a       772     0    26     1    22
 -7.1135969664822307E-01 a       773     0    26     1    23
  8.7065512720182592E-01 a       774     0    26     1    24
 -6.7229123482916708E-01 a       775     0    26     1    25
 -3.7557102103615692E-01 a       776     0    26     1    26
  6.2870976259488232E-01 a       777     0    26     1    27
 -4.5913363527093587E-01 a       778     0    26     1    28
 -1.8502527936126040E-01 a       779     0    26     1    29
 -1.5309966340460118E-01 a       780     0    26     1    30
 -1.1746395653234322E-01 a       781     0    27     1     1
 -3.4566369285411036E-01 a       782     0    27     1     2
  7.1616432524801238E-02 a       783     0    27     1     3
  7.8203109822597394E-01 a       784     0    27     1     4
  5.4659796350490097E-01 a       785     0    27     1     5
  1.1966511853354969E+00 a       786     0    27     1     6
 -3.3777555991845676E-01 a       787     0    27     1     7
  5.5591402298240389E-01 a       788     0    27     1     8
 -2.2077739977316879E-01 a       789     0    27     1     9
  8.1548413157382343E-02 a       790     0    27     1    10
  3.0070244284429681E-01 a       791     0    27     1    11
  2.1902309052781818E-01 a       792     0    27     1    12
 -7.9510413562706816E-01 a       793     0    27     1    13
 -9.5190439400047988E-01 a       794     0    27     1    14
  4.0340962059450897E-01 a       795     0    27     1    15
  4.9018695132616463E-01 a       796     0    27     1    16
  6.4985686972742696E-01 a       797     0    27     1    17
 -9.9402033883402588E-02 a       798     0    27     1    18
  7.3608186056214719E-01 a       799     0    27     1    19
 -4.2547518031840587E-01 a       800     0    27     1    20
  6.0674209954785929E-01 a       801     0    27     1    21
  1.0240421649185987E+00 a       802     0    27     1    22
 -2.8134516966548212E-01 a       803     0    27     1    23
  1.4107223841100713E-01 a       804     0    27     1    24
  3.4226915938532221E-02 a       805     0    27     1    25
 -8.1646288642817189E-01 a       806     0    27     1    26
 -5.7701429129717552E-01 a       807     0    27     1    27
 -5.0583380477338435E-01 a       808     0    27     1    28
  5.4026240493457656E-01 a       809     0    27     1    29
  2.4138124730109087E-01 a       810     0    27     1    30
  3.7288322790159473E-01 a       811     0    28     1     1
 -2.4849683812862633E-01 a       812     0    28     1     2
 -3.9084567823723854E-01 a       813     0    28     1     3
  7.1380991336037847E-01 a       814     0    28     1     4
  6.2276073140234189E-01 a       815     0    28     1     5
  3.8543577430446369E-01 a       816     0    28     1     6
  4.1887236457292198E-01 a       817     0    28     1     7
 -2.7251600334872412E-02 a       818     0    28     1     8
  2.3906811551407656E-01 a       819     0    28     1     9
  3.4736068869734643E-01 a       820     0    28     1    10
 -2.3719308080965354E-01 a       821     0    28     1    11
  2.1864060979015604E-01 a       822     0    28     1    12
  4.7840848909634787E-01 a       823     0    28     1    13
  8.6606442564112485E-01 a       824     0    28     1    14
  5.3581626163435636E-01 a       825     0    28     1    15
 -1.1705031380265671E-01 a       826     0    28     1    16
  4.5263624321305140E-01 a       827     0    28     1    17
  9.1387272440742323E-02 a       828     0    28     1    18
 -4.2231458265837835E-01 a       829     0    28     1    19
 -6.6238107934936608E-01 a       830     0    28     1    20
 -6.4126523486486453E-01 a       831     0    28     1    21
  1.7137163217017051E-01 a       832     0    28     1    22
  3.7780593694832038E-01 a       833     0    28     1    23
  8.8775603637973391E-02 a       834     0    28     1    24
  2.4476809033615407E-01 a       835     0    28     1    25
 -1.7421455327815297E-01 a       836     0    28     1    26
  8.6324801954158356E-02 a       837     0    28     1    27
 -3.9855386056780351E-01 a       838     0    28     1    28
  5.9435773500820036E-02 a       839     0    28     1    29
 -6.8943898572915718E-01 a       840     0    28     1    30
  2.9407124476999236E-01 a       841     0    29     1     1
 -1.4077921616290782E-02 a       842     0    29     1     2
 -6.4311022492727965E-02 a       843     0    29     1     3
 -4.8857044909290359E-01 a       844     0    29     1     4
 -3.5017314100950117E-02 a       845     0    29     1     5
 -2.6017427282336386E-01 a       846     0    29     1     6
  9.1813727117930699E-01 a       847     0    29     1     7
  1.4068875156667943E-01 a       848     0    29     1     8
  8.7069377682497798E-02 a       849     0    29     1     9
  5.6917208734450042E-01 a       850     0    29     1    10
 -1.2499243028507701E+00 a       851     0    29     1    11
 -3.6693801010912153E-01 a       852     0    29     1    12
  1.6142400372542740E-01 a       853     0    29     1    13
  7.8582147350000897E-01 a       854     0    29     1    14
  4.5237399608842155E-01 a       855     0    29     1    15
 -8.7336344280673439E-01 a       856     0    29     1    16
 -3.4812199316918674E-02 a       857     0    29     1    17
  1.6126893745689619E-01 a       858     0    29     1    18
 -4.5814758078966894E-01 a       859     0    29     1    19
  1.8793594861300536E-01 a       860     0    29     1    20
  4.8189246272573261E-02 a       861     0    29     1    21
 -5.1144521165380807E-01 a       862     0    29     1    22
 -5.8788272320488846E-02 a       863     0    29     1    23
 -2.7074005321094313E-01 a       864     0    29     1    24
  2.4004678066817939E-01 a       865     0    29     1    25
  3.1889036855630976E-01 a       866     0    29     1    26
 -2.8260397684853511E-01 a       867     0    29     1    27
  9.8912644989825591E-02 a       868     0    29     1    28
 -1.8216001754784050E-01 a       869     0    29     1    29
 -3.4749566874724658E-01 a       870     0    29     1    30
 -6.1656509855949004E-01 a       871     0    30     1     1
  1.8812763063143254E-01 a       872     0    30     1     2
  7.6507559959546376E-02 a       873     0    30     1     3
  2.6524531807027962E-01 a       874     0    30     1     4
 -4.1696123146601885E-02 a       875     0    30     1     5
  2.6864170090765699E-01 a       876     0    30     1     6
  4.4856931303668107E-02 a       877     0    30     1     7
  2.7670198268549584E-01 a       878     0    30     1     8
  2.5622767756807929E-01 a       879     0    30     1     9
 -7.7037510849853066E-02 a       880     0    30     1    10
  4.3832756433114400E-01 a       881     0    30     1    11
  3.6242070369697493E-01 a       882     0    30     1    12
 -5.7437154167975502E-01 a       883     0    30     1    13
  6.2837737331195043E-01 a       884     0    30     1    14
  4.2856794278438326E-01 a       885     0    30     1    15
 -4.0786378928380657E-01 a       886     0    30     1    16
 -3.9198474335024942E-02 a       887     0    30     1    17
 -5.0555312015568246E-02 a       888     0    30     1    18
 -8.0642423128787666E-02 a       889     0    30     1    19
  3.5589521720485046E-01 a       890     0    30     1    20
 -2.3591115206110913E-01 a       891     0    30     1    21
  2.6726347481360607E-01 a       892     0    30     1    22
 -1.4889733439216327E-01 a       893     0    30     1    23
 -2.8690499428445410E-01 a       894     0    30     1    24
 -5.7670163395062524E-01 a       895     0    30     1    25
 -2.3093228122807816E-01 a       896     0    30     1    26
  2.7071864470460866E-01 a       897     0    30     1    27
 -4.1836730870538269E-01 a       898     0    30     1    28
  5.0206086497873781E-01 a       899     0    30     1    29
 -5.4884756470656204E-01 a       900     0    30     1    30
  8.7361437072541612E-02 a       901     0    31     1     1
 -2.4851206450532956E-01 a       902     0    31     1     2
 -3.4367590330615611E-01 a       903     0    31     1     3
 -2.0754203583904579E-01 a       904     0    31     1     4
 -1.6377690065170941E-01 a       905     0    31     1     5
  3.1709992354329203E-01 a       906     0    31     1     6
 -3.3580429353466357E-01 a       907     0    31     1     7
  2.8884790428401130E-01 a       908     0    31     1     8
 -9.7209342134700699E-02 a       909     0    31     1     9
 -3.9812347984690366E-01 a       910     0    31     1    10
 -4.5239426173162400E-01 a       911     0    31     1    11
 -1.4523572841656823E-01 a       912     0    31     1    12
 -6.2452270086935413E-01 a       913     0    31     1    13
  8.7050440799025283E-02 a       914     0    31     1    14
  8.3491546340783308E-03 a       915     0    31     1    15
 -6.9548161947387721E-02 a       916     0    31     1    16
  2.8391365880651726E-01 a       917     0    31     1    17
 -2.1234372066178347E-01 a       918     0    31     1    18
 -2.0793224394794990E-01 a       919     0    31     1    19
  6.3081760038613888E-01 a       920     0    31     1    20
 -3.2808817212852559E-01 a       921     0    31     1    21
 -6.0610445456840945E-01 a       922     0    31     1    22
  4.7890742304488704E-01 a       923     0    31     1    23
  7.6618900397633272E-01 a       924     0    31     1    24
 -7.5966801058032229E-01 a       925     0    31     1    25
 -1.4933787230410012E-01 a       926     0    31     1    26
  1.9347594536847282E-01 a       927     0    31     1    27
  9.4636028063833019E-02 a       928     0    31     1    28
 -7.5767787065822856E-01 a       929     0    31     1    29
 -5.4677690618152608E-01 a       930     0    31     1    30
 -1.7596051790120124E-01 a       931     0    32     1     1
 -6.4821047050659164E-01 a       932     0    32     1     2
  1.7639891306519045E-01 a       933     0    32     1     3
  1.2615377545098205E-01 a       934     0    32     1     4
 -4.7320838581108809E-01 a       935     0    32     1     5
 -4.6409573562677153E-01 a       936     0    32     1     6
 -3.4401201068325643E-02 a       937     0    32     1     7
 -1.7715693359541573E-01 a       938     0    32     1     8
  7.3729974778465523E-01 a       939     0    32     1     9
 -6.9161676052940269E-01 a       940     0    32     1    10
 -3.9239932399801047E-01 a       941     0    32     1    11
  8.8890391966243010E-01 a       942     0    32     1    12
  5.6611449397650959E-01 a       943     0    32     1    13
 -2.7647922526275703E-01 a       944     0    32     1    14
 -2.4178008162035491E-01 a       945     0    32     1    15
 -7.4241299450233417E-02 a       946     0    32     1    16
  2.7303446470347076E-01 a       947     0    32     1    17
  4.1286541113505515E-01 a       948     0    32     1    18
  1.0705907027836815E-02 a       949     0    32     1    19
 -2.6649917424733105E-01 a       950     0    32     1    20
 -3.0960606019060377E-01 a       951     0    32     1    21
  5.9146617612637420E-01 a       952     0    32     1    22
  1.4415724572900253E-02 a       953     0    32     1    23
 -2.7452269655973310E-01 a       954     0    32     1    24
 -3.1896191657805856E-01 a       955     0    32     1    25
 -1.3322126023716088E-01 a       956     0    32     1    26
 -4.3160075059169856E-01 a       957     0    32     1    27
  2.2625509685912162E-01 a       958     0    32     1    28
  4.6217303160243986E-03 a       959     0    32     1    29
  5.6884720629747398E-01 a       960     0    32     1    30
 -1.4143287884277037E-01 a       961     0    33     1     1
  1.3383296518796586E-01 a       962     0    33     1     2
  2.4722581150987574E-01 a       963     0    33     1     3
  3.2951946760887318E-01 a       964     0    33     1     4
 -2.9003589089833659E-01 a       965     0    33     1     5
 -4.3126538052804297E-01 a       966     0    33     1     6
  6.7036316355435377E-01 a       967     0    33     1     7
  2.6297404106261291E-01 a       968     0    33     1     8
  2.2389562821742795E-01 a       969     0    33     1     9
  4.4974607223977281E-01 a       970     0    33     1    10
 -1.1374601711077355E-01 a       971     0    33     1    11
  1.1515827904234523E-01 a       972     0    33     1    12
  3.2856819121705327E-01 a       973     0    33     1    13
  5.5424773635666738E-02 a       974     0    33     1    14
 -8.8042199399011908E-02 a       975     0    33     1    15
  1.3785143250470949E-01 a       976     0    33     1    16
  1.3787279476138478E-01 a       977     0    33     1    17
  9.2506092634656964E-02 a       978     0    33     1    18
  3.9875778342278473E-01 a       979     0    33     1    19
  1.3415910246195209E-01 a       980     0    33     1    20
 -1.8021009703608887E-01 a       981     0    33     1    21
  1.4106105421016663E-01 a       982     0    33     1    22
 -3.6309068840178715E-01 a       983     0    33     1    23
 -3.0036589641172040E-01 a       984     0    33     1    24
 -8.2540451365544915E-03 a       985     0    33     1    25
 -1.5089163576406125E-01 a       986     0    33     1    26
  2.8445719094211158E-01 a       987     0    33     1    27
  1.3401072706385983E-01 a       988     0    33     1    28
  4.9695439865944641E-01 a       989     0    33     1    29
 -1.7257352138526916E-01 a       990     0    33     1    30
 -3.9839095523622903E-01 a       991     0    34     1     1
 -1.9913923939142780E-01 a       992     0    34     1     2
  2.2556384906430590E-01 a       993     0    34     1     3
  5.4318360053390446E-01 a       994     0    34     1     4
 -5.1108747094556484E-01 a       995     0    34     1     5
 -7.3185403330803955E-01 a       996     0    34     1     6
 -7.7638929772674919E-02 a       997     0    34     1     7
 -4.5657635198677615E-01 a       998     0    34     1     8
  1.0128712129269255E+00 a       999     0    34     1     9
 -6.8452602156584685E-01 a      1000     0    34     1    10
 -7.4875043057612469E-03 a      1001     0    34     1    11
  1.0975643255065046E+00 a      1002     0    34     1    12
  6.9380921290554998E-01 a      1003     0    34     1    13
 -5.5104406489376412E-01 a      1004     0    34     1    14
 -4.0239074987260565E-01 a      1005     0    34     1    15
  5.2158576568604932E-02 a      1006     0    34     1    16
  4.3011289474944725E-01 a      1007     0    34     1    17
  6.6797281083473570E-01 a      1008     0    34     1    18
  4.2063783094161927E-01 a      1009     0    34     1    19
 -5.8861026012490769E-01 a      1010     0    34     1    20
 -4.9391735483247191E-02 a      1011     0    34     1    21
  9.7243298012176127E-01 a      1012     0    34     1    22
 -2.2568597233539836E-01 a      1013     0    34     1    23
 -8.2363449819183643E-01 a      1014     0    34     1    24
  3.1832791320101840E-02 a      1015     0    34     1    25
 -2.7424194245105238E-01 a      1016     0    34     1    26
 -6.8711609659754425E-01 a      1017     0    34     1    27
  2.3170322598504245E-01 a      1018     0    34     1    28
  1.0068035476534312E+00 a      1019     0    34     1    29
  8.9462221824334920E-01 a      1020     0    34     1    30
  9.2442903316923175E-01 a      1021     0    35     1     1
  1.5972618288516666E-01 a      1022     0    35     1     2
 -6.8290013132925254E-01 a      1023     0    35     1     3
 -4.1012586526006262E-01 a      1024     0    35     1     4
  6.9614419456160093E-01 a      1025     0    35     1     5
  1.5950114481522846E+00 a      1026     0    35     1     6
 -1.7096033378064124E-01 a      1027     0    35     1     7
  9.1120984897402724E-02 a      1028     0    35     1     8
 -9.6497407376694244E-01 a      1029     0    35     1     9
  5.3888516492913319E-01 a      1030     0    35     1    10
  6.8389288319508879E-01 a      1031     0    35     1    11
 -9.7298075802157857E-01 a      1032     0    35     1    12
 -6.4033804008159412E-01 a      1033     0    35     1    13
 -7.1523015123536260E-01 a      1034     0    35     1    14
  1.0278175351127072E+00 a      1035     0    35     1    15
  1.5783080955317158E-01 a      1036     0    35     1    16
 -7.2923450597612460E-01 a      1037     0    35     1    17
 -7.7723233201937869E-01 a      1038     0    35     1    18
 -5.4356114502050801E-01 a      1039     0    35     1    19
  1.5501237504165785E-01 a      1040     0    35     1    20
