################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  4.1276113642289597E-01 a       513     0    26     1    13
  3.1724645743485524E-01 a       514     0    26     1    14
 -7.9477782154815713E-02 a       515     0    26     1    15
 -3.6886497839015936E-01 a       516     0    26     1    16
  2.8448209485067355E-01 a       517     0    26     1    17
 -1.7742711539427503E-01 a       518     0    26     1    18
 -1.6702642609589727E-01 a       519     0    26     1    19
  1.6029560059528372E-01 a       520     0    26     1    20
 -2.2544524910675165E-01 a       521     0    27     1     1
 -2.0306174241851382E-01 a       522     0    27     1     2
  3.2457531384029056E-02 a       523     0    27     1     3
 -2.7864942871251103E-02 a       524     0    27     1     4
 -2.6931113226258664E-02 a       525     0    27     1     5
  4.9273716159423853E-01 a       526     0    27     1     6
 -6.9745343593112741E-01 a       527     0    27     1     7
  6.4689020893105950E-02 a       528     0    27     1     8
 -2.2172498396327736E-01 a       529     0    27     1     9
 -1.1713325437005384E-01 a       530     0    27     1    10
 -2.9023527737868243E-01 a       531     0    27     1    11
  4.0828347562434586E-01 a       532     0    27     1    12
  1.5651403159918187E-01 a       533     0    27     1    13
  9.7932350986651748E-02 a       534     0    27     1    14
 -2.0684244667383714E-01 a       535     0    27     1    15
  3.7164568119065577E-01 a       536     0    27     1    16
 -4.6933726985139768E-01 a       537     0    27     1    17
  5.4397017669751424E-01 a       538     0    27     1    18
 -3.2280171910668082E-01 a       539     0    27     1    19
  1.0842152552152266E-01 a       540     0    27     1    20
  3.0195430573061347E-02 a       541     0    28     1     1
 -4.7260525409934216E-02 a       542     0    28     1     2
  4.1400439394606547E-01 a       543     0    28     1     3
  3.2548865834528989E-01 a       544     0    28     1     4
  6.6243528917328709E-02 a       545     0    28     1     5
  3.0449426298365362E-01 a       546     0    28     1     6
 -6.0297011477374700E-02 a       547     0    28     1     7
 -2.2139015587238162E-01 a       548     0    28     1     8
  6.6167134551234873E-03 a       549     0    28     1     9
  4.6243265107977424E-02 a       550     0    28     1    10
 -1.6262664206874874E-01 a       551     0    28     1    11
 -3.9488271843485356E-01 a       552     0    28     1    12
 -1.6651099966667332E-01 a       553     0    28     1    13
  5.7079035013647021E-02 a       554     0    28     1    14
  6.7732284393292900E-03 a       555     0    28     1    15
  1.7661935994507671E-01 a       556     0    28     1    16
 -2.1093817800159209E-01 a       557     0    28     1    17
 -1.6772860755256919E-01 a       558     0    28     1    18
 -1.1930077637828303E-01 a       559     0    28     1    19
 -1.4835369814336669E-01 a       560     0    28     1    20
  1.1694474316625778E-01 a       561     0    29     1     1
 -4.2953091113890057E-01 a       562     0    29     1     2
  5.0296431239089689E-01 a       563     0    29     1     3
  5.2418026739702361E-01 a       564     0    29     1     4
 -8.5549925577923069E-02 a       565     0    29     1     5
 -1.1721879100546270E-02 a       566     0    29     1     6
  6.4445590922179974E-01 a       567     0    29     1     7
  2.4486815495136452E-01 a       568     0    29     1     8
 -4.7275535729623830E-01 a       569     0    29     1     9
 -1.3678669353881046E-01 a       570     0    29     1    10
  1.2967454721069413E-01 a       571     0    29     1    11
 -1.3354073816625028E-01 a       572     0    29     1    12
  3.3981017221154836E-01 a       573     0    29     1    13
 -4.6644725266852272E-01 a       574     0    29     1    14
  3.7080207510429170E-01 a       575     0    29     1    15
 -3.9665165806115388E-01 a       576     0    29     1    16
 -1.9540591737893614E-02 a       577     0    29     1    17
  1.4185996855416183E-01 a       578     0    29     1    18
  3.1320203229487842E-01 a       579     0    29     1    19
  2.0869119832819383E-01 a       580     0    29     1    20
 -4.4195508501257197E-01 a       581     0    30     1     1
 -6.8118310374455027E-01 a       582     0    30     1     2
 -1.1482534976291373E-01 a       583     0    30     1     3
 -3.8857215278521862E-01 a       584     0    30     1     4
 -4.3176079226723768E-01 a       585     0    30     1     5
 -1.9192569188638445E-01 a       586     0    30     1     6
 -8.0809695553931055E-02 a       587     0    30     1     7
 -1.0501638473596317E-01 a       588     0    30     1     8
 -3.5115501530345267E-01 a       589     0    30     1     9
  2.6178762121836424E-01 a       590     0    30     1    10
 -3.3076524594868179E-01 a       591     0    30     1    11
  6.6763353098117456E-02 a       592     0    30     1    12
 -6.9841556289011641E-01 a       593     0    30     1    13
  1.3758730629773849E-01 a       594     0    30     1    14
 -6.5345048555854524E-01 a       595     0    30     1    15
 -1.7558875311084182E-01 a       596     0    30     1    16
 -3.9976200722881056E-01 a       597     0    30     1    17
 -7.8234112036041747E-01 a       598     0    30     1    18
 -2.7366772995946548E-01 a       599     0    30     1    19
  3.2116604573454355E-01 a       600     0    30     1    20
  4.3980890465511885E-01 a       601     0    31     1     1
  1.3239744722535821E-01 a       602     0    31     1     2
 -2.9323849193172685E-02 a       603     0    31     1     3
 -1.3431438660120523E-01 a       604     0    31     1     4
 -4.3022975884877418E-01 a       605     0    31     1     5
  5.3431501851238872E-01 a       606     0    31     1     6
  4.9487332250860666E-01 a       607     0    31     1     7
 -1.0114248382661393E+00 a       608     0    31     1     8
 -6.2543113829028696E-01 a       609     0    31     1     9
  4.8263605210283866E-01 a       610     0    31     1    10
 -8.6889032343542491E-02 a       611     0    31     1    11
 -7.3320190553822370E-02 a       612     0    31     1    12
  3.9470929603768051E-01 a       613     0    31     1    13
 -9.6017820143290955E-01 a       614     0    31     1    14
 -5.6153660247949294E-02 a       615     0    31     1    15
  5.1991874257501403E-01 a       616     0    31     1    16
  3.1560397285145959E-02 a       617     0    31     1    17
  4.7330894263036820E-02 a       618     0    31     1    18
  3.7531866168723516E-01 a       619     0    31     1    19
  5.5577454774994435E-02 a       620     0    31     1    20
 -2.7313370542499804E-01 a       621     0    32     1     1
 -1.4450615994116092E-01 a       622     0    32     1     2
 -4.7270347224553794E-01 a       623     0    32     1     3
  1.1116787184196704E-01 a       624     0    32     1     4
 -1.4913689307226306E-02 a       625     0    32     1     5
  3.9999216579075397E-01 a       626     0    32     1     6
 -4.8225185640588711E-02 a       627     0    32     1     7
  2.0283888861230970E-01 a       628     0    32     1     8
 -2.2531560873511103E-01 a       629     0    32     1     9
  1.8616376957387792E-01 a       630     0    32     1    10
  1.3130909850010919E-01 a       631     0    32     1    11
 -1.0742752623826037E-01 a       632     0    32     1    12
  3.4126610363598674E-02 a       633     0    32     1    13
  2.1087264607610104E-01 a       634     0    32     1    14
 -1.3417894102527717E-01 a       635     0    32     1    15
  6.5224242972955715E-01 a       636     0    32     1    16
  5.6452439590683889E-01 a       637     0    32     1    17
 -2.5524439886615041E-01 a       638     0    32     1    18
  2.9551355224583276E-01 a       639     0    32     1    19
  1.5967760812084253E-01 a       640     0    32     1    20
  1.7766704307444989E-01 a       641     0    33     1     1
  5.1189757892684629E-01 a       642     0    33     1     2
 -1.7906276001804616E-01 a       643     0    33     1     3
  2.0989393883985830E-01 a       644     0    33     1     4
 -2.2633099436223599E-02 a       645     0    33     1     5
 -1.3608840994803559E-01 a       646     0    33     1     6
 -4.6095445016637156E-02 a       647     0    33     1     7
  7.7559637271015047E-01 a       648     0    33     1     8
  7.5290319414186246E-01 a       649     0    33     1     9
 -3.2396785056674704E-01 a       650     0    33     1    10
  3.2260588017240732E-01 a       651     0    33     1    11
  1.5602092479961399E-01 a       652     0    33     1    12
 -1.3126993990572272E-01 a       653     0    33     1    13
  6.2061678352373273E-01 a       654     0    33     1    14
 -1.1436249528901780E-01 a       655     0    33     1    15
 -1.9921973616686817E-01 a       656     0    33     1    16
  1.5272691498759083E-01 a       657     0    33     1    17
 -2.7218876590891189E-01 a       658     0    33     1    18
 -2.6738998494101235E-01 a       659     0    33     1    19
 -5.7512471060636794E-01 a       660     0    33     1    20
 -2.4795637666267867E-01 a       661     0    34     1     1
 -3.1637159555608624E-01 a       662     0    34     1     2
 -3.3349230794103440E-01 a       663     0    34     1     3
  4.5467656008962964E-01 a       664     0    34     1     4
 -2.6018950055110835E-02 a       665     0    34     1     5
  2.2305823922113746E-01 a       666     0    34     1     6
  5.0536658802883085E-02 a       667     0    34     1     7
  9.6175705300239966E-01 a       668     0    34     1     8
  1.8124543282127056E-01 a       669     0    34     1     9
 -4.5106948524897783E-01 a       670     0    34     1    10
  9.3434108552837916E-02 a       671     0    34     1    11
 -3.2964658557510845E-01 a       672     0    34     1    12
 -2.2932979693331856E-01 a       673     0    34     1    13
  8.0490579042336696E-01 a       674     0    34     1    14
 -2.6756214092745628E-01 a       675     0    34     1    15
  5.8025384165104954E-01 a       676     0    34     1    16
  5.0706510928055193E-01 a       677     0    34     1    17
  2.0871226059503536E-01 a       678     0    34     1    18
  7.2418148007635214E-02 a       679     0    34     1    19
 -3.6710503169501335E-02 a       680     0    34     1    20
 -7.8366354684121800E-02 a       681     0    35     1     1
  1.9833706758988826E-01 a       682     0    35     1     2
  1.0348286767675341E+00 a       683     0    35     1     3
 -2.7873546392678422E-01 a       684     0    35     1     4
 -3.1877980939393658E-01 a       685     0    35     1     5
  5.0512058881570079E-02 a       686     0    35     1     6
  8.9420172668319420E-02 a       687     0    35     1     7
 -4.6528863539632503E-01 a       688     0    35     1     8
 -1.7849659032122944E-01 a       689     0    35     1     9
  2.8491952608197152E-01 a       690     0    35     1    10
  7.9295339492314654E-02 a       691     0    35     1    11
  2.3052102142237410E-01 a       692     0    35     1    12
  8.5836274654946809E-01 a       693     0    35     1    13
 -5.3744117443424388E-01 a       694     0    35     1    14
  7.3634452352993085E-01 a       695     0    35     1    15
 -6.6473168046851128E-01 a       696     0    35     1    16
 -6.4193533629861199E-01 a       697     0    35     1    17
  6.9889974738089097E-02 a       698     0    35     1    18
 -5.2360156501686399E-02 a       699     0    35     1    19
  4.9971918930310388E-02 a       700     0    35     1    20
  1.4909351073703871E+00 a       701     0    36     1     1
 -3.9569382246868318E-01 a       702     0    36     1     2
  2.4102927941628183E-01 a       703     0    36     1     3
  4.5621994595849308E-01 a       704     0    36     1     4
  2.7547613716916713E-01 a       705     0    36     1     5
  1.1474658501976855E-02 a       706     0    36     1     6
  1.7475088635716773E-01 a       707     0    36     1     7
 -1.5239454523821694E-01 a       708     0    36     1     8
  3.7281254030528133E-01 a       709     0    36     1     9
 -6.3615407716797456E-01 a       710     0    36     1    10
 -8.9721088454752074E-02 a       711     0    36     1    11
 -2.3105861914874598E-02 a       712     0    36     1    12
  2.6938595223681538E-01 a       713     0    36     1    13
 -2.3214378639502634E-01 a       714     0    36     1    14
 -1.2384919978850147E-01 a       715     0    36     1    15
  5.5358287222156216E-02 a       716     0    36     1    16
  1.9316938605572423E-01 a       717     0    36     1    17
  1.5742015319840821E+00 a       718     0    36     1    18
  3.2267588976531869E-01 a       719     0    36     1    19
 -3.6294905496183755E-01 a       720     0    36     1    20
  2.4560498858121563E-01 a       721     0    37     1     1
  1.0073497821505825E-01 a       722     0    37     1     2
 -3.4328066248559375E-01 a       723     0    37     1     3
 -4.6193386118022906E-01 a       724     0    37     1     4
  2.6540251384743002E-01 a       725     0    37     1     5
  4.7194381252871265E-01 a       726     0    37     1     6
  9.7125868925088552E-02 a       727     0    37     1     7
  3.2056526563423204E-01 a       728     0    37     1     8
 -2.1887780479303037E-01 a       729     0    37     1     9
 -1.0873077427556019E-01 a       730     0    37     1    10
 -5.4390258084497115E-02 a       731     0    37     1    11
  2.7690653248826236E-01 a       732     0    37     1    12
 -3.7706351088779599E-01 a       733     0    37     1    13
 -2.4852033031868187E-01 a       734     0    37     1    14
  1.4904632723635481E-02 a       735     0    37     1    15
 -2.1468461879420933E-01 a       736     0    37     1    16
  3.4480406078571391E-01 a       737     0    37     1    17
  4.0581229614728165E-01 a       738     0    37     1    18
 -2.5124688889263497E-01 a       739     0    37     1    19
 -2.8305995924236349E-01 a       740     0    37     1    20
 -3.6444943579435540E-01 a       741     0    38     1     1
 -6.0866355947181039E-02 a       742     0    38     1     2
 -3.7565171403628000E-01 a       743     0    38     1     3
 -2.7406555193232007E-01 a       744     0    38     1     4
  1.8465287667337324E-01 a       745     0    38     1     5
  1.4627287195471783E-01 a       746     0    38     1     6
 -7.0687841357849546E-01 a       747     0    38     1     7
 -1.0597140466840496E+00 a       748     0    38     1     8
 -4.9807512975875612E-01 a       749     0    38     1     9
 -3.4491537832644914E-01 a       750     0    38     1    10
 -1.1613108215934091E-01 a       751     0    38     1    11
  2.8489095167287232E-01 a       752     0    38     1    12
  7.5610173200799921E-02 a       753     0    38     1    13
 -9.6055671383502544E-02 a       754     0    38     1    14
 -1.4329228649880268E-01 a       755     0    38     1    15
  1.3274583026157896E-01 a       756     0    38     1    16
  4.7832147710382816E-01 a       757     0    38     1    17
  2.6723426656551080E-01 a       758     0    38     1    18
  5.9344609870091669E-01 a       759     0    38     1    19
 -6.1053706112408214E-02 a       760     0    38     1    20
 -6.2134310897461431E-01 a       761     0    39     1     1
  3.9125115641610919E-01 a       762     0    39     1     2
 -3.0548356803335264E-01 a       763     0    39     1     3
 -5.4287962300321635E-01 a       764     0    39     1     4
  1.8474307538316226E-01 a       765     0    39     1     5
 -7.6316472087282561E-03 a       766     0    39     1     6
  3.6418458925889805E-03 a       767     0    39     1     7
  3.4977816855263477E-01 a       768     0    39     1     8
 -2.3782600699240938E-01 a       769     0    39     1     9
  1.5318246075421652E-01 a       770     0    39     1    10
 -9.5362294825534114E-02 a       771     0    39     1    11
  3.7008841203719323E-01 a       772     0    39     1    12
 -5.4215464870473884E-01 a       773     0    39     1    13
 -5.2500766028847801E-01 a       774     0    39     1    14
  8.4260948378449566E-02 a       775     0    39     1    15
  2.6772039384408436E-01 a       776     0    39     1    16
  1.2563101895767004E-01 a       777     0    39     1    17
 -2.7165889121021874E-01 a       778     0    39     1    18
 -2.6977302138235637E-01 a       779     0    39     1    19
 -1.8179289150663414E-01 a       780     0    39     1    20
 -9.5904302550832796E-03 a       781     0    40     1     1
  1.4565505931869036E-01 a       782     0    40     1     2
  1.0972833926859075E-01 a       783     0    40     1     3
 -2.2138394893103486E-02 a       784     0    40     1     4
 -1.7805447255274526E-01 a       785     0    40     1     5
 -4.3112362978955354E-01 a       786     0    40     1     6
 -4.3211056262279064E-02 a       787     0    40     1     7
 -7.2759125019035498E-01 a       788     0    40     1     8
  3.7236187936463483E-01 a       789     0    40     1     9
  6.2792413248643542E-01 a       790     0    40     1    10
 -4.7295392544949993E-01 a       791     0    40     1    11
 -2.9477226576036264E-01 a       792     0    40     1    12
 -3.3016174079591287E-01 a       793     0    40     1    13
 -2.9681520728673777E-01 a       794     0    40     1    14
 -2.4150623481252301E-01 a       795     0    40     1    15
 -2.5415889803361530E-01 a       796     0    40     1    16
 -1.5489303441266034E-01 a       797     0    40     1    17
 -5.7218220853327972E-01 a       798     0    40     1    18
 -6.4116075621254853E-01 a       799     0    40     1    19
 -3.7024295225202186E-01 a       800     0    40     1    20
 -2.0522335064471270E-01 a       801     0    41     1     1
  2.5074900463038985E-01 a       802     0    41     1     2
  1.7595786385630394E-01 a       803     0    41     1     3
 -2.4380100954542627E-01 a       804     0    41     1     4
 -9.7307063718062511E-02 a       805     0    41     1     5
 -2.5090632264127494E-01 a       806     0    41     1     6
  6.9195710851900627E-02 a       807     0    41     1     7
 -9.0088653552306441E-02 a       808     0    41     1     8
  1.3892442133488497E-01 a       809     0    41     1     9
 -1.5388878533588779E-01 a       810     0    41     1    10
 -2.4529318998318124E-02 a       811     0    41     1    11
 -1.9082207808175131E-01 a       812     0    41     1    12
  3.3664457966514960E-02 a       813     0    41     1    13
  1.1779407347451636E-01 a       814     0    41     1    14
  1.7239199241682845E-01 a       815     0    41     1    15
  1.0407116202827317E-01 a       816     0    41     1    16
  9.0153872596515652E-02 a       817     0    41     1    17
  1.4441616739427872E-02 a       818     0    41     1    18
 -3.8422579019780259E-02 a       819     0    41     1    19
 -3.3833086121267347E-01 a       820     0    41     1    20
  1.1331404358613567E-02 a       821     0    42     1     1
  4.5402441194510246E-01 a       822     0    42     1     2
  4.8263382501467146E-02 a       823     0    42     1     3
 -2.3611920916184850E-01 a       824     0    42     1     4
 -1.3493726231745801E-01 a       825     0    42     1     5
 -1.4751638950898491E-01 a       826     0    42     1     6
 -1.0426233045051166E-01 a       827     0    42     1     7
  1.6640536987435059E-01 a       828     0    42     1     8
 -3.2456767546530985E-01 a       829     0    42     1     9
  1.6992760403090151E-01 a       830     0    42     1    10
 -4.0172840545709648E-01 a       831     0    42     1    11
  2.9216973121809903E-02 a       832     0    42     1    12
 -1.2041233943231311E-01 a       833     0    42     1    13
 -1.7993978447580883E-01 a       834     0    42     1    14
  2.1358636683040125E-01 a       835     0    42     1    15
  1.4169709627031032E-01 a       836     0    42     1    16
  1.4693145780549327E-01 a       837     0    42     1    17
 -2.5662777465408948E-01 a       838     0    42     1    18
 -1.1373787388884414E-01 a       839     0    42     1    19
 -2.8922885842842372E-01 a       840     0    42     1    20
  2.2796803726826667E-01 a       841     0    43     1     1
  1.4927354652279143E-01 a       842     0    43     1     2
 -3.7206574966440159E-01 a       843     0    43     1     3
  2.0248951118681296E-01 a       844     0    43     1     4
 -4.1030728231399105E-01 a       845     0    43     1     5
 -9.6773073168356594E-02 a       846     0    43     1     6
  5.9145299093916637E-01 a       847     0    43     1     7
  2.6161048575602153E-01 a       848     0    43     1     8
 -5.1288454131012857E-02 a       849     0    43     1     9
  2.1867087059836401E-01 a       850     0    43     1    10
  3.8065182128461175E-02 a       851     0    43     1    11
  1.4079426660263394E-01 a       852     0    43     1    12
 -9.3548360421929197E-02 a       853     0    43     1    13
 -2.8380214644105900E-01 a       854     0    43     1    14
 -1.1430355704613511E-01 a       855     0    43     1    15
 -8.6395858079927237E-02 a       856     0    43     1    16
 -4.5191378720026553E-03 a       857     0    43     1    17
 -2.3159931935298567E-01 a       858     0    43     1    18
 -1.3275228543775769E-01 a       859     0    43     1    19
  7.7589534879830807E-02 a       860     0    43     1    20
  3.1279268155676726E-01 a       861     0    44     1     1
 -9.8947821361316002E-01 a       862     0    44     1     2
 -2.7141451556478741E-01 a       863     0    44     1     3
  5.9157016566110465E-01 a       864     0    44     1     4
  4.0168987937438860E-01 a       865     0    44     1     5
  4.5903769847968900E-01 a       866     0    44     1     6
  3.9323864762497179E-01 a       867     0    44     1     7
 -7.9907762853739295E-02 a       868     0    44     1     8
  4.6385338745828469E-01 a       869     0    44     1     9
 -1.4425765199041959E-01 a       870     0    44     1    10
  4.2622121257696743E-01 a       871     0    44     1    11
 -5.7126382864790903E-01 a       872     0    44     1    12
  2.0044441719708117E-01 a       873     0    44     1    13
  3.4878170224236432E-01 a       874     0    44     1    14
 -1.5072615152082985E-01 a       875     0    44     1    15
  1.4360688547257103E-01 a       876     0    44     1    16
 -4.6083239178673130E-01 a       877     0    44     1    17
  1.3024430798516131E+00 a       878     0    44     1    18
  4.2829811462391376E-01 a       879     0    44     1    19
  7.8257014576231121E-01 a       880     0    44     1    20
 -8.2094198497672688E-01 a       881     0    45     1     1
 -4.1724109674646381E-01 a       882     0    45     1     2
  7.9061464838070683E-01 a       883     0    45     1     3
 -2.7099984844072722E-01 a       884     0    45     1     4
  9.8348003403486384E-01 a       885     0    45     1     5
  9.5118045791097908E-02 a       886     0    45     1     6
 -5.6502703234137008E-01 a       887     0    45     1     7
  2.0767989053106028E-01 a       888     0    45     1     8
  8.5223411349003075E-02 a       889     0    45     1     9
 -3.7507582763685050E-02 a       890     0    45     1    10
  9.0535764314395140E-01 a       891     0    45     1    11
 -9.7578794865400187E-01 a       892     0    45     1    12
 -1.0071917391399800E-01 a       893     0    45     1    13
 -5.5515422154838034E-01 a       894     0    45     1    14
  1.3966953544740318E-01 a       895     0    45     1    15
  1.3343313296331730E-01 a       896     0    45     1    16
 -6.2987450697359570E-01 a       897     0    45     1    17
 -5.2410133896368317E-02 a       898     0    45     1    18
 -1.3795572647074861E-01 a       899     0    45     1    19
 -2.6635285652461543E-01 a       900     0    45     1    20
  6.5605250676949567E-01 a       901     0    46     1     1
  4.5256236114553283E-01 a       902     0    46     1     2
 -6.2902523636826613E-01 a       903     0    46     1     3
 -2.1731769824483143E-02 a       904     0    46     1     4
 -8.4177369022725290E-01 a       905     0    46     1     5
 -3.3806192137986746E-01 a       906     0    46     1     6
  2.0001028721889627E-01 a       907     0    46     1     7
 -5.5093648961749626E-02 a       908     0    46     1     8
 -2.1952422372092117E-01 a       909     0    46     1     9
 -3.5514375330446629E-01 a       910     0    46     1    10
 -9.2951514279859676E-02 a       911     0    46     1    11
 -1.2684133608303957E-01 a       912     0    46     1    12
 -5.4386377994767776E-01 a       913     0    46     1    13
  6.9949452848836247E-01 a       914     0    46     1    14
  6.1115203106219096E-01 a       915     0    46     1    15
 -7.5018975168239910E-02 a       916     0    46     1    16
 -2.9060807042608688E-01 a       917     0    46     1    17
 -6.8250985629156669E-01 a       918     0    46     1    18
 -4.0740106783867441E-01 a       919     0    46     1    19
 -2.6016557406762764E-01 a       920     0    46     1    20
 -2.3246648684428736E-01 a       921     0    47     1     1
  2.4874164572365842E-01 a       922     0    47     1     2
 -1.3840374779825568E-01 a       923     0    47     1     3
 -1.9527894056500514E-01 a       924     0    47     1     4
 -2.3814029882958351E-01 a       925     0    47     1     5
  4.9860608413736618E-01 a       926     0    47     1     6
 -3.8450875219597480E-01 a       927     0    47     1     7
  4.4429318815050233E-03 a       928     0    47     1     8
 -1.8490024387645640E-01 a       929     0    47     1     9
 -1.0132969932563228E-02 a       930     0    47     1    10
 -4.7043378162425092E-01 a       931     0    47     1    11
  1.0318541373658665E+00 a       932     0    47     1    12
 -3.3699686738567453E-01 a       933     0    47     1    13
  7.8194233101593499E-02 a       934     0    47     1    14
  4.5291941359727311E-01 a       935     0    47     1    15
  8.7576847243916167E-01 a       936     0    47     1    16
  6.6621292377720742E-01 a       937     0    47     1    17
 -2.8370987748434284E-01 a       938     0    47     1    18
 -1.8157124221226029E-01 a       939     0    47     1    19
  2.7602239414814028E-01 a       940     0    47     1    20
 -2.4279416665840606E-01 a       941     0    48     1     1
 -3.1546298066442141E-01 a       942     0    48     1     2
  1.5592063844591786E-01 a       943     0    48     1     3
 -2.6026310828477733E-01 a       944     0    48     1     4
 -3.6579934092494110E-01 a       945     0    48     1     5
 -4.5191700960239206E-01 a       946     0    48     1     6
  3.6761771915489888E-01 a       947     0    48     1     7
  2.2965455773936227E-02 a       948     0    48     1     8
  1.0671150260228970E-01 a       949     0    48     1     9
 -1.1033468581743189E-01 a       950     0    48     1    10
  3.0090799342239381E-02 a       951     0    48     1    11
 -1.9056631610872135E-01 a       952     0    48     1    12
  6.9291597113403214E-01 a       953     0    48     1    13
 -2.4844357544802891E-02 a       954     0    48     1    14
 -1.8859978023715587E-01 a       955     0    48     1    15
 -5.1119227856096117E-01 a       956     0    48     1    16
 -3.4452021774056812E-01 a       957     0    48     1    17
 -7.3713630080670955E-01 a       958     0    48     1    18
  3.3743890195545057E-01 a       959     0    48     1    19
  2.8476401826857206E-01 a       960     0    48     1    20
 -1.4334797822285796E+00 a       961     0    49     1     1
 -5.9686598407289826E-01 a       962     0    49     1     2
  5.0666946691791559E-01 a       963     0    49     1     3
 -3.3139562243159298E-01 a       964     0    49     1     4
  6.9332816963126231E-01 a       965     0    49     1     5
 -5.2033828002160420E-01 a       966     0    49     1     6
  1.3688409302170352E-02 a       967     0    49     1     7
  9.1781645241119769E-01 a       968     0    49     1     8
  3.0623383603099463E-01 a       969     0    49     1     9
  1.0816406681465069E+00 a       970     0    49     1    10
 -2.3364711632355703E-01 a       971     0    49     1    11
  2.4242480269069908E-01 a       972     0    49     1    12
  1.3858949594126954E-01 a       973     0    49     1    13
  4.8136334399775976E-01 a       974     0    49     1    14
  5.9815560151709724E-01 a       975     0    49     1    15
 -2.2121428081695930E-02 a       976     0    49     1    16
 -8.7141429383990054E-02 a       977     0    49     1    17
  2.0792489179202400E-01 a       978     0    49     1    18
 -9.8137078609528505E-01 a       979     0    49     1    19
  2.7606245049879508E-01 a       980     0    49     1    20
  7.7256156235088880E-01 a       981     0    50     1     1
  1.0832749328900511E+00 a       982     0    50     1     2
 -6.1976937892072415E-01 a       983     0    50     1     3
  4.9105794630090244E-01 a       984     0    50     1     4
 -2.9843875916203799E-01 a       985     0    50     1     5
 -5.4412288663249109E-01 a       986     0    50     1     6
 -1.1032751973253645E-01 a       987     0    50     1     7
 -1.0474435254008732E+00 a       988     0    50     1     8
  3.1528984937331328E-01 a       989     0    50     1     9
 -7.2322517105142237E-01 a       990     0    50     1    10
  2.7233410725960816E-01 a       991     0    50     1    11
 -5.6508826300610138E-01 a       992     0    50     1    12
 -6.4785241882699007E-01 a       993     0    50     1    13
  1.7374187528501858E-01 a       994     0    50     1    14
 -1.1532257949445999E+00 a       995     0    50     1    15
 -7.1272131076988454E-01 a       996     0    50     1    16
 -6.4937129357132606E-01 a       997     0    50     1    17
  7.0502319032364624E-01 a       998     0    50     1    18
  9.4032920701716205E-01 a       999     0    50     1    19
  4.7702352428488215E-01 a      1000     0    50     1    20
  2.8365312564994249E-01 a      1001     0    51     1     1
 -1.0251878981563876E-01 a      1002     0    51     1     2
  3.1608846580710143E-01 a      1003     0    51     1     3
 -1.6686816302785047E-02 a      1004     0    51     1     4
  7.3965253281557217E-02 a      1005     0    51     1     5
 -1.6941000579935500E-01 a      1006     0    51     1     6
 -5.8020789299612296E-02 a      1007     0    51     1     7
  8.3339865066104690E-02 a      1008     0    51     1     8
  9.4441094533480374E-02 a      1009     0    51     1     9
  1.2394021723422644E-01 a      1010     0    51     1    10
  2.0315518995516171E-01 a      1011     0    51     1    11
  5.7815363512630391E-02 a      1012     0    51     1    12
  1.4686570196006646E-01 a      1013     0    51     1    13
  8.1482545841520732E-02 a      1014     0    51     1    14
 -2.0269970489438527E-01 a      1015     0    51     1    15
 -2.7351690180370009E-01 a      1016     0    51     1    16
 -2.7155894152950709E-03 a      1017     0    51     1    17
  6.9742349651227942E-02 a      1018     0    51     1    18
 -4.2845702460634233E-01 a      1019     0    51     1    19
 -2.6206624822112906E-01 a      1020     0    51     1    20
 -4.7143085246777616E-01 b      1021     1     1
  1.3946771147300252E-01 b      1022     1     2
 -4.5626712721617901E-01 b      1023     1     3
 -8.2470541474768729E-03 b      1024     1     4
 -4.6784967462160615E-01 b      1025     1     5
 -1.8911300466723102E-01 b      1026     1     6
  3.6536625921878713E-01 b      1027     1     7
  4.7458286513014902E-01 b      1028     1     8
 -3.0174255626377011E-01 b      1029     1     9
 -4.4689049840628425E-01 b      1030     1    10
  1.2557935607388337E-01 b      1031     1    11
 -3.0299861684399615E-01 b      1032     1    12
  2.0839161960757502E-01 b      1033     1    13
  1.6182915832912154E-01 b      1034     1    14
  1.1016782588054704E-01 b      1035     1    15
  3.4087752187438721E-03 b      1036     1    16
 -1.8162908784345277E-01 b      1037     1    17
 -2.6850036501703151E-01 b      1038     1    18
 -5.4415875409227121E-01 b      1039     1    19
  1.4749249408196599E-01 b      1040     1    20
 -3.3434022292038812E-01 a      1041     1     1     2     1
  4.8419474652495895E-02 a      1042     1     1     2     2
  1.2383234153003486E-01 a      1043     1     1     2     3
 -2.7258940717701768E-01 a      1044     1     1     2     4
 -5.9377228467701659E-01 a      1045     1     1     2     5
 -1.3493043800215510E-01 a      1046     1     1     2     6
  2.9020903919099578E-01 a      1047     1     1     2     7
  5.0617322952799038E-01 a      1048     1     1     2     8
  3.6328117432934187E-01 a      1049     1     1     2     9
  5.9665313885881521E-01 a      1050     1     1     2    10
  1.5190854407749993E-01 a      1051     1     1     2    11
  4.8625299723467175E-01 a      1052     1     1     2    12
