################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -4.8801462612124541E-01 a        84     0     5     1     4
 -4.3959555433178504E-02 a        85     0     5     1     5
  7.4289605638613240E-02 a        86     0     5     1     6
 -5.0083896835423569E-01 a        87     0     5     1     7
 -3.1754416832453010E-02 a        88     0     5     1     8
  3.5121473834161851E-02 a        89     0     5     1     9
  2.4110058995476968E-01 a        90     0     5     1    10
 -1.6881798060552872E-01 a        91     0     5     1    11
  1.2652688312810492E-01 a        92     0     5     1    12
  1.4294375565000916E-01 a        93     0     5     1    13
 -7.8444425411390503E-02 a        94     0     5     1    14
  2.4754314862371601E-01 a        95     0     5     1    15
 -1.3562079852618480E-02 a        96     0     5     1    16
 -1.2783439532319915E-01 a        97     0     5     1    17
  1.4236185699888473E-01 a        98     0     5     1    18
 -8.9992804879010877E-03 a        99     0     5     1    19
  1.4033508734188752E-01 a       100     0     5     1    20
  2.3071334839090213E-01 a       101     0     6     1     1
  2.0170706815724782E-01 a       102     0     6     1     2
 -3.8784264716514311E-01 a       103     0     6     1     3
  3.0047915241299150E-01 a       104     0     6     1     4
  2.7685396478513336E-01 a       105     0     6     1     5
  2.7048230505026711E-02 a       106     0     6     1     6
  1.6634110550263981E-01 a       107     0     6     1     7
  1.9732887235551255E-01 a       108     0     6     1     8
  8.8663135113551436E-02 a       109     0     6     1     9
  2.7283143813140159E-01 a       110     0     6     1    10
 -5.8882770292121064E-02 a       111     0     6     1    11
  3.7934886034026460E-01 a       112     0     6     1    12
 -3.5501528920513992E-01 a       113     0     6     1    13
 -2.8368643183864944E-01 a       114     0     6     1    14
 -9.0569576604841315E-02 a       115     0     6     1    15
 -7.0350526540161731E-02 a       116     0     6     1    16
  2.1805226532465979E-01 a       117     0     6     1    17
  2.1656731604295118E-01 a       118     0     6     1    18
  2.3669171852194745E-01 a       119     0     6     1    19
  1.4824423829921965E-01 a       120     0     6     1    20
  8.9624435571407743E-02 a       121     0     7     1     1
  4.1692495065128336E-02 a       122     0     7     1     2
 -3.8750342868077731E-01 a       123     0     7     1     3
  5.1752440116902255E-02 a       124     0     7     1     4
 -2.6241865478843429E-01 a       125     0     7     1     5
 -2.2778247332574683E-01 a       126     0     7     1     6
 -1.6067476176170431E-01 a       127     0     7     1     7
  2.5561727218326058E-01 a       128     0     7     1     8
  1.9406654023849723E-01 a       129     0     7     1     9
  7.7150887745406127E-02 a       130     0     7     1    10
 -2.0562012584951483E-01 a       131     0     7     1    11
 -2.3073150045440632E-01 a       132     0     7     1    12
 -7.3280994128718480E-01 a       133     0     7     1    13
  2.2372865908315168E-01 a       134     0     7     1    14
 -3.5802728697718922E-01 a       135     0     7     1    15
 -2.2170338829890029E-01 a       136     0     7     1    16
 -8.2030426567638048E-01 a       137     0     7     1    17
 -1.4908877457915531E-01 a       138     0     7     1    18
  3.5890866098593766E-01 a       139     0     7     1    19
 -1.6910824230561930E-01 a       140     0     7     1    20
 -2.7620762485652378E-01 a       141     0     8     1     1
  3.5331985237015906E-01 a       142     0     8     1     2
  1.3003989455991122E-01 a       143     0     8     1     3
  2.9857000459302799E-02 a       144     0     8     1     4
 -5.2672894845226625E-01 a       145     0     8     1     5
 -2.2164820454619144E-01 a       146     0     8     1     6
  2.1981381614600251E-01 a       147     0     8     1     7
  7.0694647954666165E-02 a       148     0     8     1     8
 -1.1010882685132642E-01 a       149     0     8     1     9
 -5.6563729295008147E-01 a       150     0     8     1    10
  5.8177702546407939E-01 a       151     0     8     1    11
 -2.6540222051612589E-01 a       152     0     8     1    12
  1.7951293577300770E-01 a       153     0     8     1    13
  1.6161476563072649E-01 a       154     0     8     1    14
 -2.6586405396791185E-01 a       155     0     8     1    15
 -4.5946624723801505E-01 a       156     0     8     1    16
  3.0285349453263466E-01 a       157     0     8     1    17
 -7.3040656072681909E-01 a       158     0     8     1    18
 -2.7127664843713822E-01 a       159     0     8     1    19
  2.4229985730725226E-01 a       160     0     8     1    20
  7.8068717314609593E-01 a       161     0     9     1     1
 -8.0098410540643997E-02 a       162     0     9     1     2
  3.3558743373644084E-01 a       163     0     9     1     3
 -3.0686333781124669E-01 a       164     0     9     1     4
 -7.9400579140930655E-02 a       165     0     9     1     5
 -4.1878390761707065E-03 a       166     0     9     1     6
 -8.0010906557991002E-01 a       167     0     9     1     7
 -1.1520132595779837E+00 a       168     0     9     1     8
  4.9309712872796302E-01 a       169     0     9     1     9
  5.9142034639249730E-01 a       170     0     9     1    10
 -1.2250614058528392E-01 a       171     0     9     1    11
  5.7329100672764026E-02 a       172     0     9     1    12
 -3.3829070445732384E-02 a       173     0     9     1    13
  4.7293244047850325E-01 a       174     0     9     1    14
  3.6671567721053483E-02 a       175     0     9     1    15
 -6.8741899806744788E-01 a       176     0     9     1    16
 -2.9724189425164510E-01 a       177     0     9     1    17
  5.7688311655550113E-02 a       178     0     9     1    18
  2.9187298383357724E-01 a       179     0     9     1    19
 -2.4056627309429143E-01 a       180     0     9     1    20
 -1.9005862854887048E-01 a       181     0    10     1     1
  8.1192434390261836E-01 a       182     0    10     1     2
  1.5991159414479286E-01 a       183     0    10     1     3
  1.8102575001690432E-01 a       184     0    10     1     4
  3.6832251847862452E-01 a       185     0    10     1     5
  8.0384015649436147E-01 a       186     0    10     1     6
  6.7118936761929970E-01 a       187     0    10     1     7
  1.4657348354863757E+00 a       188     0    10     1     8
  5.7229281481301442E-01 a       189     0    10     1     9
 -6.3817603765690767E-01 a       190     0    10     1    10
 -6.2889203718960382E-02 a       191     0    10     1    11
  1.0149289894586280E+00 a       192     0    10     1    12
  1.2724103946750276E-01 a       193     0    10     1    13
 -1.0853439475588009E+00 a       194     0    10     1    14
  1.1947332846346387E-01 a       195     0    10     1    15
 -4.5073135291286967E-02 a       196     0    10     1    16
  9.0448315795805823E-01 a       197     0    10     1    17
 -5.0968855032236171E-01 a       198     0    10     1    18
  3.4229464081221050E-01 a       199     0    10     1    19
  8.3939764011199636E-01 a       200     0    10     1    20
  1.6834914401704620E-03 a       201     0    11     1     1
 -3.4336139063620341E-01 a       202     0    11     1     2
  5.1216925250273965E-02 a       203     0    11     1     3
  2.7432209863191920E-01 a       204     0    11     1     4
 -1.1998891381490719E-01 a       205     0    11     1     5
 -1.6590645966807119E-01 a       206     0    11     1     6
 -2.0245803282027489E-01 a       207     0    11     1     7
  2.7724757139509582E-01 a       208     0    11     1     8
 -4.7083861184937037E-01 a       209     0    11     1     9
 -3.3279245437098565E-01 a       210     0    11     1    10
 -3.7273436944793364E-01 a       211     0    11     1    11
 -5.4653126695214338E-01 a       212     0    11     1    12
  2.9706488436142953E-01 a       213     0    11     1    13
 -3.4280778961054970E-01 a       214     0    11     1    14
 -4.1876302068932536E-01 a       215     0    11     1    15
 -4.5980515265471161E-01 a       216     0    11     1    16
  9.2996669991096455E-03 a       217     0    11     1    17
  5.0801163380002334E-01 a       218     0    11     1    18
 -1.2581224583291375E-01 a       219     0    11     1    19
  6.9234403076283372E-03 a       220     0    11     1    20
 -3.0502129556168972E-01 a       221     0    12     1     1
 -7.4389022838968422E-01 a       222     0    12     1     2
  9.8185169297176955E-01 a       223     0    12     1     3
 -1.4408910447525074E+00 a       224     0    12     1     4
 -4.8870747387866653E-01 a       225     0    12     1     5
 -5.9287123627001470E-01 a       226     0    12     1     6
 -3.9189119967481645E-01 a       227     0    12     1     7
 -1.5684089487757538E-01 a       228     0    12     1     8
  2.2192500189060602E-01 a       229     0    12     1     9
  1.6420691947233013E-01 a       230     0    12     1    10
  7.1454908562909969E-01 a       231     0    12     1    11
 -7.7977279918088926E-01 a       232     0    12     1    12
 -1.0255789059157118E-02 a       233     0    12     1    13
  4.9823482787899737E-01 a       234     0    12     1    14
  3.1058358130906610E-01 a       235     0    12     1    15
  6.2533804771518264E-01 a       236     0    12     1    16
 -8.0811141510080420E-01 a       237     0    12     1    17
 -5.0689959529151973E-01 a       238     0    12     1    18
 -3.9331895681782159E-01 a       239     0    12     1    19
  1.2522160488902279E-01 a       240     0    12     1    20
  2.1438729031876572E-01 a       241     0    13     1     1
  1.3857311826111882E-01 a       242     0    13     1     2
 -4.1572228240235354E-01 a       243     0    13     1     3
 -2.4331512552124443E-01 a       244     0    13     1     4
 -8.7514288438125282E-02 a       245     0    13     1     5
 -2.8146776388333905E-01 a       246     0    13     1     6
 -5.7770116663722826E-01 a       247     0    13     1     7
 -6.0956549212501787E-01 a       248     0    13     1     8
 -3.7318033253883098E-01 a       249     0    13     1     9
  2.6383544309599483E-01 a       250     0    13     1    10
  4.2532173928097944E-01 a       251     0    13     1    11
 -3.5866432335521492E-01 a       252     0    13     1    12
 -7.4482046732895091E-01 a       253     0    13     1    13
 -7.5577548911294173E-02 a       254     0    13     1    14
 -3.3035905479804911E-01 a       255     0    13     1    15
  8.0864523200297245E-01 a       256     0    13     1    16
 -6.3673075156759418E-01 a       257     0    13     1    17
  7.9149687583109096E-01 a       258     0    13     1    18
  6.4348251682304192E-01 a       259     0    13     1    19
 -7.0263347413631896E-02 a       260     0    13     1    20
 -1.3077001131907129E-01 a       261     0    14     1     1
 -7.5168431838166783E-01 a       262     0    14     1     2
 -1.0983424054371489E+00 a       263     0    14     1     3
  2.5923788964866940E-01 a       264     0    14     1     4
  3.9306732762563035E-01 a       265     0    14     1     5
 -3.4124679932438984E-01 a       266     0    14     1     6
  1.2820897047369240E+00 a       267     0    14     1     7
  3.6234314419204122E-01 a       268     0    14     1     8
 -7.9269762874578542E-02 a       269     0    14     1     9
  1.5246677912554921E-01 a       270     0    14     1    10
 -5.0906475563759712E-01 a       271     0    14     1    11
  1.9052409870525711E-01 a       272     0    14     1    12
  2.5185553528824028E-01 a       273     0    14     1    13
 -7.2948869495823104E-02 a       274     0    14     1    14
 -1.2697473264232196E-02 a       275     0    14     1    15
 -6.5732033618480123E-02 a       276     0    14     1    16
  4.9980689699732861E-01 a       277     0    14     1    17
  7.4422347296103319E-01 a       278     0    14     1    18
 -4.7427134194632714E-01 a       279     0    14     1    19
 -2.1140300158948419E-01 a       280     0    14     1    20
 -8.1624607453942366E-01 a       281     0    15     1     1
 -4.7632234810957125E-01 a       282     0    15     1     2
  1.2261246815397200E+00 a       283     0    15     1     3
 -1.9984635144151255E-01 a       284     0    15     1     4
 -2.2496100099852934E-01 a       285     0    15     1     5
  1.6637569856905433E-02 a       286     0    15     1     6
  2.7918789781831227E-01 a       287     0    15     1     7
 -2.5515021169922780E-01 a       288     0    15     1     8
 -7.1629286290167557E-02 a       289     0    15     1     9
  7.3725148796256620E-02 a       290     0    15     1    10
 -2.7450339842458577E-01 a       291     0    15     1    11
 -4.5956652425902877E-01 a       292     0    15     1    12
  1.4266527798401593E-01 a       293     0    15     1    13
  2.6093263154389756E-01 a       294     0    15     1    14
  1.1958177386479946E-01 a       295     0    15     1    15
 -8.1641842196615438E-02 a       296     0    15     1    16
  1.2608724259873183E-01 a       297     0    15     1    17
  2.0129105671918276E-02 a       298     0    15     1    18
 -2.1694295759053142E-02 a       299     0    15     1    19
  3.1541532545811754E-02 a       300     0    15     1    20
  4.5045065365303932E-01 a       301     0    16     1     1
  2.5540387830579447E-01 a       302     0    16     1     2
 -6.6601677541662171E-02 a       303     0    16     1     3
 -2.7069781683728531E-03 a       304     0    16     1     4
  2.9107423903914459E-01 a       305     0    16     1     5
 -3.1977254215777538E-02 a       306     0    16     1     6
  3.6218668296717577E-01 a       307     0    16     1     7
  4.6013512317469307E-02 a       308     0    16     1     8
  1.0473269035703445E+00 a       309     0    16     1     9
  3.8747824615704402E-01 a       310     0    16     1    10
  1.4294618202347109E-01 a       311     0    16     1    11
 -8.2705974141130711E-01 a       312     0    16     1    12
 -8.0814486370017136E-01 a       313     0    16     1    13
 -8.8382945663172141E-01 a       314     0    16     1    14
 -5.3158747067331735E-01 a       315     0    16     1    15
  2.6777986440527207E-01 a       316     0    16     1    16
  8.7065496285880853E-02 a       317     0    16     1    17
  2.0991088506812422E-01 a       318     0    16     1    18
  1.1179780467999352E+00 a       319     0    16     1    19
 -5.4657693901380078E-01 a       320     0    16     1    20
 -1.9789207213715129E-01 a       321     0    17     1     1
 -4.0880609401541437E-02 a       322     0    17     1     2
 -1.0053257861055138E+00 a       323     0    17     1     3
  1.2514349482458134E+00 a       324     0    17     1     4
 -4.4932768388385620E-02 a       325     0    17     1     5
  5.4629165571864713E-01 a       326     0    17     1     6
 -1.0358992257173949E+00 a       327     0    17     1     7
 -5.9466290147559464E-01 a       328     0    17     1     8
 -5.1970744333957453E-01 a       329     0    17     1     9
 -1.3664771291314104E+00 a       330     0    17     1    10
 -6.3450573345200756E-01 a       331     0    17     1    11
  1.3897311351243968E+00 a       332     0    17     1    12
  4.5097742874628138E-01 a       333     0    17     1    13
  7.7625851470372265E-01 a       334     0    17     1    14
  1.0613011496609910E+00 a       335     0    17     1    15
 -6.7066060427163565E-02 a       336     0    17     1    16
  6.2173801763019032E-01 a       337     0    17     1    17
  1.9225586626775992E-01 a       338     0    17     1    18
 -5.1603466946321941E-01 a       339     0    17     1    19
 -1.5545860404934834E-02 a       340     0    17     1    20
 -6.8728885529714401E-01 a       341     0    18     1     1
 -5.0522519941933142E-01 a       342     0    18     1     2
  4.6231119263762177E-01 a       343     0    18     1     3
 -1.1638092556728392E+00 a       344     0    18     1     4
  5.8109019440362586E-01 a       345     0    18     1     5
 -1.2416246369821554E-01 a       346     0    18     1     6
  1.3226092250375426E-01 a       347     0    18     1     7
  5.1759005601687602E-01 a       348     0    18     1     8
  4.9516791259176365E-02 a       349     0    18     1     9
  4.9788300275875486E-01 a       350     0    18     1    10
 -7.3218699944983645E-02 a       351     0    18     1    11
  5.3817809441925679E-01 a       352     0    18     1    12
  9.5542005394288188E-01 a       353     0    18     1    13
 -1.8190888161338162E-01 a       354     0    18     1    14
 -6.1041153749838906E-01 a       355     0    18     1    15
 -1.2311297288680842E+00 a       356     0    18     1    16
 -6.7240150825840794E-01 a       357     0    18     1    17
 -1.0578829630793496E+00 a       358     0    18     1    18
 -2.9733976964523878E-01 a       359     0    18     1    19
 -2.9689658496914031E-02 a       360     0    18     1    20
  7.5969390487428612E-01 a       361     0    19     1     1
  1.4468531499696230E-01 a       362     0    19     1     2
  4.8619749308648876E-03 a       363     0    19     1     3
  4.7464970031700504E-01 a       364     0    19     1     4
 -4.5960187807078334E-01 a       365     0    19     1     5
 -1.8334080974393796E-01 a       366     0    19     1     6
 -3.1574883347915100E-01 a       367     0    19     1     7
 -1.6943758305289561E-01 a       368     0    19     1     8
  1.0070361615828410E-01 a       369     0    19     1     9
 -3.1778098222363138E-01 a       370     0    19     1    10
 -4.6641307619212430E-01 a       371     0    19     1    11
 -5.2841014082656734E-01 a       372     0    19     1    12
 -3.7953863564379708E-01 a       373     0    19     1    13
 -5.2031976746769404E-01 a       374     0    19     1    14
  1.5215802694621797E-01 a       375     0    19     1    15
 -3.2509609418493052E-01 a       376     0    19     1    16
  2.0971916882499952E-01 a       377     0    19     1    17
 -3.3587919761475393E-01 a       378     0    19     1    18
 -4.9236765704528523E-01 a       379     0    19     1    19
  1.0239635057641756E+00 a       380     0    19     1    20
  1.0061048423096050E-01 a       381     0    20     1     1
  5.3640949808589644E-01 a       382     0    20     1     2
 -3.2851110625330621E-01 a       383     0    20     1     3
 -2.7995708893844912E-02 a       384     0    20     1     4
 -2.4798875409331181E-01 a       385     0    20     1     5
  1.8538064311384983E-01 a       386     0    20     1     6
 -3.9646401648058549E-01 a       387     0    20     1     7
 -2.2052906676733733E-01 a       388     0    20     1     8
 -3.0350630523889416E-01 a       389     0    20     1     9
 -3.4252430149373142E-01 a       390     0    20     1    10
  9.3328311211405390E-01 a       391     0    20     1    11
 -3.0228026374090888E-01 a       392     0    20     1    12
 -1.5114594613863441E-01 a       393     0    20     1    13
 -9.9112256800680587E-02 a       394     0    20     1    14
  6.8045368429057074E-01 a       395     0    20     1    15
  2.4663664715102807E-01 a       396     0    20     1    16
  3.4668505622036588E-01 a       397     0    20     1    17
  3.4063416571386257E-01 a       398     0    20     1    18
 -1.3814333006462812E-01 a       399     0    20     1    19
 -3.3231680107139250E-01 a       400     0    20     1    20
 -4.7766438635547420E-01 a       401     0    21     1     1
  2.6294644532189310E-01 a       402     0    21     1     2
 -4.7338033413465780E-01 a       403     0    21     1     3
 -5.1519168716763997E-01 a       404     0    21     1     4
 -2.7172716156916826E-01 a       405     0    21     1     5
  1.3784723363665166E-01 a       406     0    21     1     6
  2.0409598781552324E-01 a       407     0    21     1     7
 -4.8356662002518397E-01 a       408     0    21     1     8
  3.1303514055707615E-01 a       409     0    21     1     9
  4.6699224096440076E-02 a       410     0    21     1    10
 -1.1861498184313927E-01 a       411     0    21     1    11
 -1.1601642500279211E-02 a       412     0    21     1    12
  2.1528373191233074E-01 a       413     0    21     1    13
  3.1264557101866858E-01 a       414     0    21     1    14
  6.5212731673909327E-02 a       415     0    21     1    15
  3.5679340261639975E-01 a       416     0    21     1    16
 -1.7309603817138083E-01 a       417     0    21     1    17
  3.1365662352034157E-01 a       418     0    21     1    18
  8.9297826222840104E-01 a       419     0    21     1    19
 -2.5887328475883054E-01 a       420     0    21     1    20
  9.0849651988864216E-02 a       421     0    22     1     1
  8.2531027960081701E-02 a       422     0    22     1     2
  7.1423479495860032E-02 a       423     0    22     1     3
  2.2631569818643124E-01 a       424     0    22     1     4
 -7.0686556571927697E-02 a       425     0    22     1     5
 -7.2619581591827258E-03 a       426     0    22     1     6
 -3.4322900186133692E-01 a       427     0    22     1     7
 -2.7667924425229329E-03 a       428     0    22     1     8
  1.4468071481658978E-01 a       429     0    22     1     9
  1.7542091494490675E-01 a       430     0    22     1    10
  2.8096875205174254E-01 a       431     0    22     1    11
  2.4089724307256991E-01 a       432     0    22     1    12
 -1.5736594767406162E-01 a       433     0    22     1    13
 -4.0477026732963678E-01 a       434     0    22     1    14
  3.6874965546936872E-01 a       435     0    22     1    15
  7.7085813274207979E-02 a       436     0    22     1    16
  4.5403663396360916E-01 a       437     0    22     1    17
 -1.3821027421734469E-01 a       438     0    22     1    18
 -7.1886713674127675E-02 a       439     0    22     1    19
  3.4653421549019364E-01 a       440     0    22     1    20
  1.3982862511607215E-02 a       441     0    23     1     1
  2.3841605749627678E-01 a       442     0    23     1     2
  3.4419524489979203E-02 a       443     0    23     1     3
 -1.6209287550560375E-01 a       444     0    23     1     4
 -1.0798311112389251E-01 a       445     0    23     1     5
 -4.5034809464866793E-02 a       446     0    23     1     6
  6.4712780341400811E-01 a       447     0    23     1     7
 -2.0760675143192733E-01 a       448     0    23     1     8
  1.4534084770816322E-01 a       449     0    23     1     9
 -2.3546955549942350E-01 a       450     0    23     1    10
  5.9956170615724724E-01 a       451     0    23     1    11
 -7.3194828265526549E-02 a       452     0    23     1    12
 -1.2612635963962010E-01 a       453     0    23     1    13
  1.1987623711087564E-01 a       454     0    23     1    14
 -3.2905097645378212E-01 a       455     0    23     1    15
 -8.7754527481109637E-02 a       456     0    23     1    16
 -2.0516802304263976E-01 a       457     0    23     1    17
  3.2305960349480051E-01 a       458     0    23     1    18
  1.6485050916370558E-01 a       459     0    23     1    19
 -1.5856912061672220E-02 a       460     0    23     1    20
  9.7620051127328453E-02 a       461     0    24     1     1
 -2.4922895702039974E-01 a       462     0    24     1     2
 -1.1289345281226401E-01 a       463     0    24     1     3
 -4.9878223280704841E-02 a       464     0    24     1     4
 -8.3777018014030244E-02 a       465     0    24     1     5
  3.4826725456690305E-01 a       466     0    24     1     6
  4.5367041527917334E-01 a       467     0    24     1     7
  1.7297442937284868E-01 a       468     0    24     1     8
 -1.4171043424996507E-01 a       469     0    24     1     9
  5.7943188782322914E-02 a       470     0    24     1    10
  2.6181733912499927E-01 a       471     0    24     1    11
  8.8555305843892127E-03 a       472     0    24     1    12
 -3.1459247333208720E-02 a       473     0    24     1    13
  2.2557214228044609E-01 a       474     0    24     1    14
 -2.5788520140799642E-01 a       475     0    24     1    15
 -2.6062986938211652E-01 a       476     0    24     1    16
  1.7869443395793136E-01 a       477     0    24     1    17
  1.4848189620956087E-01 a       478     0    24     1    18
 -7.0805824693430275E-02 a       479     0    24     1    19
  6.2403745871396998E-01 a       480     0    24     1    20
 -2.3361845372306367E-01 a       481     0    25     1     1
  2.9292094197037527E-01 a       482     0    25     1     2
  1.7782529386639618E-02 a       483     0    25     1     3
 -2.9294752880647018E-01 a       484     0    25     1     4
 -3.1629663723125667E-01 a       485     0    25     1     5
 -5.7447352266874374E-01 a       486     0    25     1     6
 -2.4520722474667536E-01 a       487     0    25     1     7
  3.2654766157409837E-01 a       488     0    25     1     8
  1.5256463472926883E-02 a       489     0    25     1     9
 -9.0365902249965735E-01 a       490     0    25     1    10
 -8.4624239270680479E-01 a       491     0    25     1    11
  7.9079971522445469E-01 a       492     0    25     1    12
 -1.7117093462267211E-01 a       493     0    25     1    13
  1.5233236302452799E-01 a       494     0    25     1    14
  8.9058462554858686E-01 a       495     0    25     1    15
  1.0266463526474348E+00 a       496     0    25     1    16
 -3.0185174477572441E-01 a       497     0    25     1    17
 -2.9167087105107675E-01 a       498     0    25     1    18
  1.3143237436236943E-01 a       499     0    25     1    19
 -9.7984861805535794E-01 a       500     0    25     1    20
 -1.7399681782283467E-02 a       501     0    26     1     1
 -8.0541366360817462E-02 a       502     0    26     1     2
  2.8035498858944238E-02 a       503     0    26     1     3
 -8.5402636681605276E-02 a       504     0    26     1     4
  1.6098292204798071E-02 a       505     0    26     1     5
 -1.5891797597009927E-01 a       506     0    26     1     6
 -3.2649909261854648E-01 a       507     0    26     1     7
  2.9461272810291450E-01 a       508     0    26     1     8
  4.4459127872770932E-01 a       509     0    26     1     9
 -3.7920246445796574E-01 a       510     0    26     1    10
 -4.6836625826466272E-01 a       511     0    26     1    11
  3.6424405118016673E-01 a       512     0    26     1    12
  1.0020954372830924E-01 a       513     0    26     1    13
  1.6319713424189913E-01 a       514     0    26     1    14
  3.8636955059252692E-01 a       515     0    26     1    15
  1.8693364993873349E-01 a       516     0    26     1    16
  3.6726209994775785E-02 a       517     0    26     1    17
 -3.3294910783259074E-01 a       518     0    26     1    18
 -8.5504394000107641E-03 a       519     0    26     1    19
  1.4065493152625269E-01 a       520     0    26     1    20
  1.9093314137978964E-01 a       521     0    27     1     1
 -8.6726290393749161E-01 a       522     0    27     1     2
 -6.2010233720888937E-02 a       523     0    27     1     3
  2.8516478893918829E-01 a       524     0    27     1     4
  6.6241227401898117E-01 a       525     0    27     1     5
  3.6767162317673191E-01 a       526     0    27     1     6
 -2.8033540223276931E-02 a       527     0    27     1     7
 -2.8189436330281475E-01 a       528     0    27     1     8
 -1.9896872205690475E-01 a       529     0    27     1     9
  7.8188941792841127E-01 a       530     0    27     1    10
