################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  1.6065789866524360E-01 a       531     0    27     1    11
 -8.5807545658954576E-01 a       532     0    27     1    12
  5.6823999231768230E-01 a       533     0    27     1    13
 -4.7691584298186090E-01 a       534     0    27     1    14
 -3.4063987234148552E-01 a       535     0    27     1    15
 -4.4995306296588494E-01 a       536     0    27     1    16
  2.2676891099982172E-01 a       537     0    27     1    17
  2.2247872758665688E-01 a       538     0    27     1    18
  1.8927588240705029E-01 a       539     0    27     1    19
  6.9150392943822470E-01 a       540     0    27     1    20
 -4.0096183071034563E-01 a       541     0    28     1     1
  7.9641062405175350E-02 a       542     0    28     1     2
 -7.9432060258163864E-02 a       543     0    28     1     3
 -3.2248674076254502E-01 a       544     0    28     1     4
 -5.7786126455566156E-01 a       545     0    28     1     5
 -1.5244333188198428E-01 a       546     0    28     1     6
 -1.6971049734614368E-01 a       547     0    28     1     7
 -5.8660268652108827E-01 a       548     0    28     1     8
  4.5617007290412509E-01 a       549     0    28     1     9
  8.8828780381595751E-01 a       550     0    28     1    10
 -5.6343941551166643E-01 a       551     0    28     1    11
 -5.1261105753670366E-01 a       552     0    28     1    12
  4.0887791972850218E-01 a       553     0    28     1    13
  3.0604126527959447E-01 a       554     0    28     1    14
  5.3721435335980217E-01 a       555     0    28     1    15
 -6.3557984711935367E-01 a       556     0    28     1    16
 -9.6449471288912314E-01 a       557     0    28     1    17
  3.6939949848136666E-01 a       558     0    28     1    18
  5.4136998576057094E-01 a       559     0    28     1    19
 -1.4574369272606505E-01 a       560     0    28     1    20
 -1.9246346577027645E-01 a       561     0    29     1     1
  6.8148543063329486E-02 a       562     0    29     1     2
  1.9966215482607361E-01 a       563     0    29     1     3
  3.0658736082482180E-02 a       564     0    29     1     4
 -4.4110514443482006E-03 a       565     0    29     1     5
  2.0821085789847094E-01 a       566     0    29     1     6
 -1.9388455726838746E-01 a       567     0    29     1     7
 -7.3522610668815713E-02 a       568     0    29     1     8
  2.4649983717412069E-01 a       569     0    29     1     9
  3.3930300742341230E-01 a       570     0    29     1    10
  5.9486140722565847E-02 a       571     0    29     1    11
  1.0279098286044178E-01 a       572     0    29     1    12
  3.1480494370456275E-03 a       573     0    29     1    13
  1.6127578275513377E-01 a       574     0    29     1    14
  6.7912029631880241E-02 a       575     0    29     1    15
  1.6159884928833237E-01 a       576     0    29     1    16
  6.0116755386742859E-01 a       577     0    29     1    17
 -3.9474044776782236E-01 a       578     0    29     1    18
 -6.1363983263149191E-01 a       579     0    29     1    19
 -7.1037733423504015E-02 a       580     0    29     1    20
  2.7640324130370719E-01 a       581     0    30     1     1
 -2.1902874329753455E-01 a       582     0    30     1     2
  3.7795855034991127E-01 a       583     0    30     1     3
 -5.5707929728223825E-02 a       584     0    30     1     4
 -1.6724188038551760E-01 a       585     0    30     1     5
  5.1106015557473272E-01 a       586     0    30     1     6
  3.5109128496918124E-01 a       587     0    30     1     7
  1.6816806276632507E-01 a       588     0    30     1     8
  2.9717791530888676E-01 a       589     0    30     1     9
 -2.9973316145725465E-01 a       590     0    30     1    10
  3.3822450428566131E-01 a       591     0    30     1    11
 -5.3754298545142042E-02 a       592     0    30     1    12
 -2.0063149492635629E-02 a       593     0    30     1    13
 -2.8359183807008309E-01 a       594     0    30     1    14
 -2.6861675753341679E-01 a       595     0    30     1    15
 -3.2410511171198769E-01 a       596     0    30     1    16
  7.3389700724564344E-01 a       597     0    30     1    17
  9.4932490330733010E-01 a       598     0    30     1    18
  3.0127266816321779E-01 a       599     0    30     1    19
 -4.9217665701092461E-01 a       600     0    30     1    20
  2.2216560089513676E-01 a       601     0    31     1     1
 -3.1917754186562342E-01 a       602     0    31     1     2
 -2.7813377805639111E-01 a       603     0    31     1     3
  4.9089481842458743E-01 a       604     0    31     1     4
  3.5662879285007210E-01 a       605     0    31     1     5
  2.6001429916917279E-01 a       606     0    31     1     6
 -3.2840601494913763E-01 a       607     0    31     1     7
  2.6369576584069071E-01 a       608     0    31     1     8
  8.5758479279584632E-02 a       609     0    31     1     9
 -3.6958745575961210E-01 a       610     0    31     1    10
  4.1976884356612637E-01 a       611     0    31     1    11
  7.6435215407322543E-01 a       612     0    31     1    12
 -5.3408778289618675E-01 a       613     0    31     1    13
 -1.8291273221710200E-01 a       614     0    31     1    14
 -2.6324474655539015E-01 a       615     0    31     1    15
  3.7988391006549238E-01 a       616     0    31     1    16
  1.0764351379080290E+00 a       617     0    31     1    17
  3.0345037957331172E-01 a       618     0    31     1    18
 -7.2292874260441398E-01 a       619     0    31     1    19
  3.5630250202714553E-01 a       620     0    31     1    20
  3.4926034779751808E-01 a       621     0    32     1     1
 -9.6811722155002056E-02 a       622     0    32     1     2
  9.9171900397949278E-02 a       623     0    32     1     3
 -3.6546240091801402E-01 a       624     0    32     1     4
  2.1539252558429584E-01 a       625     0    32     1     5
 -4.0224314516218933E-02 a       626     0    32     1     6
  1.6825701370946658E-01 a       627     0    32     1     7
 -3.4387426130371761E-02 a       628     0    32     1     8
  5.7461940994937302E-02 a       629     0    32     1     9
  1.8253496387748674E-01 a       630     0    32     1    10
 -3.3554894790421386E-01 a       631     0    32     1    11
  5.2901129156763882E-01 a       632     0    32     1    12
 -7.9261068570613963E-03 a       633     0    32     1    13
  5.6206869820854266E-01 a       634     0    32     1    14
 -1.4761790994230928E-01 a       635     0    32     1    15
  1.5364227579649603E-01 a       636     0    32     1    16
 -5.7573393620367797E-01 a       637     0    32     1    17
 -5.1167406391278836E-01 a       638     0    32     1    18
  6.6622838815378213E-02 a       639     0    32     1    19
 -8.1657667759398103E-02 a       640     0    32     1    20
  2.7993565206355470E-01 a       641     0    33     1     1
 -1.5273322724802627E-01 a       642     0    33     1     2
 -1.2223687545329633E-01 a       643     0    33     1     3
  2.3567617591708373E-01 a       644     0    33     1     4
  4.2205375327012978E-01 a       645     0    33     1     5
  2.6117980537846586E-01 a       646     0    33     1     6
  3.8605325663046336E-01 a       647     0    33     1     7
 -3.7513045099768760E-01 a       648     0    33     1     8
  6.3814608897501224E-01 a       649     0    33     1     9
  2.3530260022262023E-01 a       650     0    33     1    10
 -5.8062713251076292E-01 a       651     0    33     1    11
 -1.8504808771942430E-01 a       652     0    33     1    12
  1.2671356002952780E-01 a       653     0    33     1    13
  6.4696169234695078E-01 a       654     0    33     1    14
 -1.6350397976636552E-01 a       655     0    33     1    15
  3.4603957187132370E-02 a       656     0    33     1    16
 -2.2851681879003699E-01 a       657     0    33     1    17
 -4.1273324547387052E-01 a       658     0    33     1    18
 -1.4609237161854643E-01 a       659     0    33     1    19
  4.3681849644728188E-01 a       660     0    33     1    20
 -2.8089288555842997E-02 a       661     0    34     1     1
 -1.5192749677228737E-01 a       662     0    34     1     2
  5.8101825262394331E-02 a       663     0    34     1     3
  3.5257706780929876E-01 a       664     0    34     1     4
 -3.8446474738046599E-01 a       665     0    34     1     5
  4.3014039082291733E-01 a       666     0    34     1     6
  3.5162615668172880E-04 a       667     0    34     1     7
  2.9950850836065257E-01 a       668     0    34     1     8
 -4.8143398415851801E-01 a       669     0    34     1     9
  3.0294056597169294E-01 a       670     0    34     1    10
  3.1958642099963380E-02 a       671     0    34     1    11
 -6.9258014436795981E-02 a       672     0    34     1    12
 -7.1288503183179308E-02 a       673     0    34     1    13
 -1.6590499699922046E-01 a       674     0    34     1    14
  6.5596147913311600E-02 a       675     0    34     1    15
 -6.2099461192370253E-02 a       676     0    34     1    16
  7.1990052498467044E-02 a       677     0    34     1    17
 -6.1455082318240227E-02 a       678     0    34     1    18
  8.1268157091673635E-02 a       679     0    34     1    19
 -4.7140103520098942E-01 a       680     0    34     1    20
  8.1128251209544616E-02 a       681     0    35     1     1
  1.1328535556991859E+00 a       682     0    35     1     2
  4.8430347849968641E-01 a       683     0    35     1     3
  2.8293901818139417E-02 a       684     0    35     1     4
  4.7765745003950483E-01 a       685     0    35     1     5
  1.4564064172583840E-01 a       686     0    35     1     6
 -4.9423393642426544E-01 a       687     0    35     1     7
 -7.7112033597093987E-01 a       688     0    35     1     8
 -4.0856959640802598E-01 a       689     0    35     1     9
 -5.7615658535671455E-01 a       690     0    35     1    10
 -4.3178055082999667E-01 a       691     0    35     1    11
  6.0561392818600834E-01 a       692     0    35     1    12
 -9.8900757211521473E-01 a       693     0    35     1    13
 -4.8435156233621973E-01 a       694     0    35     1    14
 -3.4258232340123818E-01 a       695     0    35     1    15
 -1.0606735177858272E-01 a       696     0    35     1    16
  1.1371081996380936E-01 a       697     0    35     1    17
 -8.7638647700975469E-01 a       698     0    35     1    18
  3.6858528921055556E-01 a       699     0    35     1    19
 -3.3135787537535710E-01 a       700     0    35     1    20
 -2.4673674145511811E-02 a       701     0    36     1     1
 -1.6002715421263558E-01 a       702     0    36     1     2
 -1.9993007260099374E-01 a       703     0    36     1     3
 -2.7965510864114956E-01 a       704     0    36     1     4
 -3.1733275822752360E-01 a       705     0    36     1     5
 -1.3905541105243668E-01 a       706     0    36     1     6
 -3.3202950521158812E-02 a       707     0    36     1     7
 -4.6438905611579727E-02 a       708     0    36     1     8
  2.3683721688003534E-01 a       709     0    36     1     9
 -1.5473375671276227E-01 a       710     0    36     1    10
  4.0095048481191226E-01 a       711     0    36     1    11
 -8.9087299896666181E-02 a       712     0    36     1    12
  3.5525573086286844E-01 a       713     0    36     1    13
  1.6584198339389300E-01 a       714     0    36     1    14
  4.9480121126016968E-01 a       715     0    36     1    15
  3.0472294242352599E-01 a       716     0    36     1    16
  1.4913268979935631E-02 a       717     0    36     1    17
  6.1850762220462119E-01 a       718     0    36     1    18
 -4.7364734016736285E-02 a       719     0    36     1    19
  3.2391965621977087E-01 a       720     0    36     1    20
 -3.5205233260554886E-02 a       721     0    37     1     1
  3.0809634197854185E-01 a       722     0    37     1     2
 -3.0549538244988972E-01 a       723     0    37     1     3
  2.1686304133483297E-02 a       724     0    37     1     4
  9.1153614488876419E-02 a       725     0    37     1     5
 -5.8704806920049835E-01 a       726     0    37     1     6
 -3.1757074451972228E-01 a       727     0    37     1     7
  2.9570937634186778E-01 a       728     0    37     1     8
 -3.4170072262102819E-01 a       729     0    37     1     9
 -4.5555813588026761E-01 a       730     0    37     1    10
  1.1275916804586360E-01 a       731     0    37     1    11
 -1.9341810326332403E-02 a       732     0    37     1    12
 -1.7669889389109736E-01 a       733     0    37     1    13
 -3.1221017551202906E-01 a       734     0    37     1    14
  2.5907377688177496E-01 a       735     0    37     1    15
 -1.7468164564765798E-01 a       736     0    37     1    16
 -4.3899208154228320E-01 a       737     0    37     1    17
  4.8215743910738146E-01 a       738     0    37     1    18
  7.7644969203724504E-02 a       739     0    37     1    19
 -2.5775112189488308E-01 a       740     0    37     1    20
 -8.6326251391990266E-02 a       741     0    38     1     1
 -1.8699978693632066E-01 a       742     0    38     1     2
 -4.6384348878226828E-01 a       743     0    38     1     3
 -2.0410004741855550E-01 a       744     0    38     1     4
  1.3988891648604368E-01 a       745     0    38     1     5
 -7.8860515562141242E-02 a       746     0    38     1     6
  2.2063811628855387E-01 a       747     0    38     1     7
 -1.7652333895059397E-01 a       748     0    38     1     8
 -2.9400740037379813E-01 a       749     0    38     1     9
  3.4748934869066572E-01 a       750     0    38     1    10
  3.1922752103479751E-01 a       751     0    38     1    11
 -5.4432184203729961E-01 a       752     0    38     1    12
  4.9158197307173701E-01 a       753     0    38     1    13
  1.3022897386326790E-01 a       754     0    38     1    14
 -2.7753844616311252E-02 a       755     0    38     1    15
  2.9620018920486080E-01 a       756     0    38     1    16
  3.1376067826609244E-01 a       757     0    38     1    17
 -3.9459451651084837E-01 a       758     0    38     1    18
 -1.7287853486807039E-01 a       759     0    38     1    19
  9.8578001636164550E-02 a       760     0    38     1    20
 -5.0935825412344948E-01 a       761     0    39     1     1
  7.8462052826146689E-01 a       762     0    39     1     2
 -1.0725188020348517E-01 a       763     0    39     1     3
 -3.0244264809831090E-01 a       764     0    39     1     4
 -4.1328891944731572E-01 a       765     0    39     1     5
  1.7535396272609255E-01 a       766     0    39     1     6
  7.8451095470463716E-01 a       767     0    39     1     7
 -2.3462225696222908E-01 a       768     0    39     1     8
 -2.7194608428452621E-01 a       769     0    39     1     9
 -7.7043466593446486E-01 a       770     0    39     1    10
  8.6406197558029008E-01 a       771     0    39     1    11
  5.8419395644138394E-01 a       772     0    39     1    12
 -6.1256849912289957E-01 a       773     0    39     1    13
 -2.8616257773104897E-01 a       774     0    39     1    14
  1.6228032480340571E-01 a       775     0    39     1    15
  2.9436100915880281E-01 a       776     0    39     1    16
 -4.4539055944352746E-01 a       777     0    39     1    17
  4.1255229113259245E-01 a       778     0    39     1    18
 -5.4503949761475723E-01 a       779     0    39     1    19
  7.5691731537826035E-01 a       780     0    39     1    20
 -1.4921975650171027E-01 a       781     0    40     1     1
  2.6956843967201893E-01 a       782     0    40     1     2
  4.9017805872440501E-01 a       783     0    40     1     3
 -4.2660711559628806E-01 a       784     0    40     1     4
  5.6081149832070587E-01 a       785     0    40     1     5
 -3.3424681499802066E-02 a       786     0    40     1     6
 -3.1729691437143770E-01 a       787     0    40     1     7
  2.9330591601923106E-01 a       788     0    40     1     8
 -4.2349678414142708E-02 a       789     0    40     1     9
  1.3473305147497602E-01 a       790     0    40     1    10
 -1.2570174697059993E-02 a       791     0    40     1    11
 -2.4187160254276152E-01 a       792     0    40     1    12
  5.8959165569464134E-01 a       793     0    40     1    13
  8.3031365372715671E-01 a       794     0    40     1    14
 -8.7415144531158770E-02 a       795     0    40     1    15
  2.6083595979579749E-01 a       796     0    40     1    16
  7.3187011435578075E-01 a       797     0    40     1    17
 -5.2422724587881031E-01 a       798     0    40     1    18
 -5.7184186238618895E-01 a       799     0    40     1    19
 -2.9549535761758022E-01 a       800     0    40     1    20
 -5.9843486053744910E-01 a       801     0    41     1     1
  2.3535863835552770E-02 a       802     0    41     1     2
 -7.2632334129618104E-01 a       803     0    41     1     3
 -3.9825556212451091E-01 a       804     0    41     1     4
  1.9965851929496714E-01 a       805     0    41     1     5
 -6.0199973364557058E-01 a       806     0    41     1     6
  5.1422557990311468E-01 a       807     0    41     1     7
 -8.0097645947276412E-03 a       808     0    41     1     8
 -4.7933757218580658E-01 a       809     0    41     1     9
 -5.8241131738251983E-01 a       810     0    41     1    10
  6.3753852369789782E-02 a       811     0    41     1    11
  9.6048115999711053E-02 a       812     0    41     1    12
 -5.3678320733390050E-01 a       813     0    41     1    13
 -2.1200869778415295E-02 a       814     0    41     1    14
 -1.3076445926023436E-01 a       815     0    41     1    15
  2.1954192270646924E-01 a       816     0    41     1    16
 -3.0868397174718670E-01 a       817     0    41     1    17
 -1.5887282610377826E-01 a       818     0    41     1    18
  4.2519083879784425E-01 a       819     0    41     1    19
 -1.1155400018721510E-02 a       820     0    41     1    20
  3.3399445015375195E-01 a       821     0    42     1     1
  4.3050073827872060E-01 a       822     0    42     1     2
  1.0796643245901576E-01 a       823     0    42     1     3
 -8.9115318108857311E-02 a       824     0    42     1     4
 -4.2184731650321605E-01 a       825     0    42     1     5
 -2.4230512567700130E-01 a       826     0    42     1     6
  3.8370225404729769E-01 a       827     0    42     1     7
  3.9343569861792266E-01 a       828     0    42     1     8
  2.2598825524266225E-01 a       829     0    42     1     9
 -3.0845062901594850E-01 a       830     0    42     1    10
 -6.7771194898288367E-02 a       831     0    42     1    11
 -2.0523820724654537E-01 a       832     0    42     1    12
  1.9977211829379637E-01 a       833     0    42     1    13
  4.8009516886842289E-03 a       834     0    42     1    14
  2.4974116875280664E-01 a       835     0    42     1    15
  6.2802938905225680E-01 a       836     0    42     1    16
 -7.7330732086127685E-01 a       837     0    42     1    17
  2.8011126619103077E-01 a       838     0    42     1    18
  6.8003004428570890E-01 a       839     0    42     1    19
 -6.5432795958954204E-01 a       840     0    42     1    20
  3.2180062692687228E-01 a       841     0    43     1     1
 -6.9402653922071222E-01 a       842     0    43     1     2
 -2.9285633752352463E-01 a       843     0    43     1     3
  1.2290363710848293E+00 a       844     0    43     1     4
 -3.0794657982490853E-01 a       845     0    43     1     5
 -1.4090697327945023E-01 a       846     0    43     1     6
 -8.3265238728574664E-02 a       847     0    43     1     7
  5.4958467375755138E-01 a       848     0    43     1     8
  2.4715700625804857E-01 a       849     0    43     1     9
  8.3973270542364364E-01 a       850     0    43     1    10
  5.4214872591158336E-01 a       851     0    43     1    11
  6.3887817580372097E-01 a       852     0    43     1    12
 -6.2284094753475117E-01 a       853     0    43     1    13
 -1.5996363748186190E-02 a       854     0    43     1    14
 -4.3324466351149438E-01 a       855     0    43     1    15
 -7.1765471024349670E-01 a       856     0    43     1    16
  5.5285626797076082E-01 a       857     0    43     1    17
 -2.4486342389908045E-01 a       858     0    43     1    18
  5.9608374112472740E-01 a       859     0    43     1    19
  6.4976166283658110E-01 a       860     0    43     1    20
  5.4923042316136102E-02 a       861     0    44     1     1
 -2.1667749677664858E-01 a       862     0    44     1     2
  2.4581558948340593E-01 a       863     0    44     1     3
 -2.8590954381570133E-01 a       864     0    44     1     4
 -9.9459195289385557E-02 a       865     0    44     1     5
  4.0244785439353137E-01 a       866     0    44     1     6
 -2.0938454054399694E-01 a       867     0    44     1     7
  1.3259949856269765E-01 a       868     0    44     1     8
  3.8883608360111749E-01 a       869     0    44     1     9
  5.5971610020123908E-01 a       870     0    44     1    10
 -6.6626015927240378E-01 a       871     0    44     1    11
 -2.6838603966433539E-01 a       872     0    44     1    12
  2.9796354109468576E-01 a       873     0    44     1    13
 -5.4050189134350834E-01 a       874     0    44     1    14
 -1.1709393482938434E-01 a       875     0    44     1    15
 -5.6431781656313673E-01 a       876     0    44     1    16
 -2.4047465272814270E-01 a       877     0    44     1    17
  3.7014916770618089E-01 a       878     0    44     1    18
 -7.9733645832488187E-01 a       879     0    44     1    19
 -1.7397924111081672E-01 a       880     0    44     1    20
  1.6061672318350353E-01 a       881     0    45     1     1
 -3.6043728010067944E-01 a       882     0    45     1     2
 -5.6738532778982043E-01 a       883     0    45     1     3
  6.7117476923949793E-01 a       884     0    45     1     4
  5.7910067188996228E-01 a       885     0    45     1     5
  2.0459182797813541E-01 a       886     0    45     1     6
 -4.6386883489626679E-01 a       887     0    45     1     7
  3.7470991920019203E-01 a       888     0    45     1     8
  1.4054115186691468E-01 a       889     0    45     1     9
  3.4978807903434517E-01 a       890     0    45     1    10
 -4.2737397445903463E-01 a       891     0    45     1    11
  2.7238378804046653E-01 a       892     0    45     1    12
  1.1115307014838867E-01 a       893     0    45     1    13
 -9.1051340502821723E-02 a       894     0    45     1    14
 -6.3965591983585468E-01 a       895     0    45     1    15
  6.0324162500634881E-01 a       896     0    45     1    16
  1.4617640433278551E+00 a       897     0    45     1    17
 -5.9245914201866223E-01 a       898     0    45     1    18
 -1.4173777037422388E+00 a       899     0    45     1    19
  1.0768216744668915E+00 a       900     0    45     1    20
  2.0527946492922419E-01 a       901     0    46     1     1
  4.7140871610595270E-01 a       902     0    46     1     2
  4.4770176936053951E-01 a       903     0    46     1     3
 -6.6568543521336154E-01 a       904     0    46     1     4
 -5.2181948016224222E-01 a       905     0    46     1     5
  1.6328574219249345E-01 a       906     0    46     1     6
 -2.8407703282382490E-01 a       907     0    46     1     7
 -1.2489178896040201E+00 a       908     0    46     1     8
 -9.8402336134430113E-01 a       909     0    46     1     9
  2.3661231894270646E-01 a       910     0    46     1    10
 -1.2901352202556599E-01 a       911     0    46     1    11
 -1.0142804444472999E+00 a       912     0    46     1    12
  4.6062669731423017E-01 a       913     0    46     1    13
 -4.1998388096767197E-01 a       914     0    46     1    14
  3.7521883943921619E-01 a       915     0    46     1    15
 -2.1888676569141252E-01 a       916     0    46     1    16
 -1.8123279265014194E+00 a       917     0    46     1    17
  6.0984413844462659E-01 a       918     0    46     1    18
  1.5046974083607276E+00 a       919     0    46     1    19
 -9.8818055146135975E-01 a       920     0    46     1    20
  1.5521320151165721E-01 b       921     1     1
 -5.9907039406585774E-02 b       922     1     2
 -1.6635691408723718E-01 b       923     1     3
 -1.9041871555657275E-01 b       924     1     4
 -1.5349256196144900E-01 b       925     1     5
 -6.7657619065630573E-02 b       926     1     6
  8.8737233499809914E-02 b       927     1     7
 -1.5301967576236988E-01 b       928     1     8
  2.1412611818923397E-01 b       929     1     9
  3.1194668840169130E-02 b       930     1    10
  2.9049580612264397E-03 b       931     1    11
  2.6138851350685638E-01 b       932     1    12
  3.7677222693887003E-01 b       933     1    13
 -1.5184199270018789E-01 b       934     1    14
  1.9797639991561972E-01 b       935     1    15
  4.2327734909406572E-01 b       936     1    16
  2.4780210430716090E-01 b       937     1    17
  3.1939631714864122E-02 b       938     1    18
 -1.3688435031322188E-01 b       939     1    19
 -1.1405537920002630E-03 b       940     1    20
 -5.0460855935593608E-02 a       941     1     1     2     1
  8.9919231734642932E-02 a       942     1     1     2     2
 -5.5032023075151293E-01 a       943     1     1     2     3
 -9.0244066813807089E-02 a       944     1     1     2     4
 -3.4100626363845898E-01 a       945     1     1     2     5
 -5.5616640474268575E-01 a       946     1     1     2     6
  2.5544980596356109E-01 a       947     1     1     2     7
 -6.9846168850783719E-01 a       948     1     1     2     8
 -8.5170841793718519E-03 a       949     1     1     2     9
 -1.4314891448966133E-01 a       950     1     1     2    10
 -1.1014324862115966E-02 a       951     1     1     2    11
 -1.9333048335251862E-01 a       952     1     1     2    12
  2.8570074160904696E-01 a       953     1     1     2    13
 -1.5157860538601900E-01 a       954     1     1     2    14
 -2.8733156993236403E-01 a       955     1     1     2    15
 -1.5712679874518770E-01 a       956     1     1     2    16
  2.2986324981378998E-02 a       957     1     1     2    17
  2.1436491851583067E-01 a       958     1     1     2    18
  1.2439958966730789E-01 a       959     1     1     2    19
  1.1944252076186071E-01 a       960     1     1     2    20
 -1.5912412051265706E-01 a       961     1     2     2     1
 -2.5278002654245868E-01 a       962     1     2     2     2
 -1.7407974614500715E-01 a       963     1     2     2     3
  2.6611361932016314E-01 a       964     1     2     2     4
 -1.3830133926783406E-01 a       965     1     2     2     5
 -4.7644171854369581E-02 a       966     1     2     2     6
 -2.1765380641236101E-01 a       967     1     2     2     7
  1.0766530392787441E-01 a       968     1     2     2     8
  2.7644710333128053E-01 a       969     1     2     2     9
  3.1638631138990858E-01 a       970     1     2     2    10
 -8.1915144168418511E-02 a       971     1     2     2    11
 -2.1016757345725379E-01 a       972     1     2     2    12
  7.9825330144645057E-01 a       973     1     2     2    13
  2.0814951883761407E-01 a       974     1     2     2    14
  2.5018340940626521E-01 a       975     1     2     2    15
 -2.5403526756464162E-01 a       976     1     2     2    16
  3.7336637129481304E-01 a       977     1     2     2    17
  3.5798294109305595E-01 a       978     1     2     2    18
  1.7784565749105533E-02 a       979     1     2     2    19
 -6.8632696171514174E-01 a       980     1     2     2    20
  2.7260753797933335E-01 a       981     1     3     2     1
  3.7949010365575564E-01 a       982     1     3     2     2
  7.6636234191033895E-02 a       983     1     3     2     3
  9.1218797312397043E-02 a       984     1     3     2     4
  3.0130422818520819E-01 a       985     1     3     2     5
 -3.4623813455340630E-02 a       986     1     3     2     6
 -4.0125879950528015E-01 a       987     1     3     2     7
  1.4756079767271802E-02 a       988     1     3     2     8
  1.0911199413340254E-01 a       989     1     3     2     9
 -2.6269159871344228E-01 a       990     1     3     2    10
 -5.1617276670469031E-02 a       991     1     3     2    11
  2.4451450181686696E-01 a       992     1     3     2    12
 -5.9408474850950843E-01 a       993     1     3     2    13
  3.8211195518532942E-01 a       994     1     3     2    14
  1.1773614194185786E+00 a       995     1     3     2    15
  2.8111000515162760E-01 a       996     1     3     2    16
 -6.1040989886309016E-01 a       997     1     3     2    17
  3.7812461522617510E-02 a       998     1     3     2    18
 -2.0431014304643424E-01 a       999     1     3     2    19
  2.2814413571194170E-01 a      1000     1     3     2    20
  1.5744727528084124E-01 a      1001     1     4     2     1
 -7.2832284324062069E-01 a      1002     1     4     2     2
  6.8396981578395710E-01 a      1003     1     4     2     3
  5.0624954807137512E-01 a      1004     1     4     2     4
 -1.0563668980173854E-02 a      1005     1     4     2     5
  5.9542292077395875E-01 a      1006     1     4     2     6
  1.4155431157305262E-01 a      1007     1     4     2     7
  2.7602811784796094E-01 a      1008     1     4     2     8
  3.1645761563145591E-01 a      1009     1     4     2     9
 -3.6424802845339377E-01 a      1010     1     4     2    10
 -8.5329042130811231E-02 a      1011     1     4     2    11
  6.8481191184159495E-03 a      1012     1     4     2    12
  2.1087776362512220E-01 a      1013     1     4     2    13
 -1.8556714224827595E-01 a      1014     1     4     2    14
 -4.9453319976327759E-01 a      1015     1     4     2    15
  3.6684715496724435E-01 a      1016     1     4     2    16
  5.3987185663911130E-01 a      1017     1     4     2    17
 -3.6915548740626658E-01 a      1018     1     4     2    18
 -5.7041579649474972E-01 a      1019     1     4     2    19
  4.8893224989674806E-02 a      1020     1     4     2    20
 -1.9033800219363803E-01 a      1021     1     5     2     1
 -3.1781044308568113E-01 a      1022     1     5     2     2
 -8.4779082944185694E-02 a      1023     1     5     2     3
  3.9421635959535634E-01 a      1024     1     5     2     4
  2.6994097703299136E-01 a      1025     1     5     2     5
  3.3120660390169637E-01 a      1026     1     5     2     6
 -2.9178659841111876E-01 a      1027     1     5     2     7
 -2.1032729586718357E-01 a      1028     1     5     2     8
 -3.1389014587941760E-01 a      1029     1     5     2     9
 -8.9556804651942046E-02 a      1030     1     5     2    10
  2.8016323941092419E-01 a      1031     1     5     2    11
  1.9189425128015886E-01 a      1032     1     5     2    12
 -2.1018418398308497E-01 a      1033     1     5     2    13
  2.3788322131131925E-01 a      1034     1     5     2    14
  2.8186564799286012E-01 a      1035     1     5     2    15
  1.7445785623420432E-02 a      1036     1     5     2    16
  4.3003714186337960E-01 a      1037     1     5     2    17
  4.4383178168830606E-01 a      1038     1     5     2    18
 -2.6198811677184297E-01 a      1039     1     5     2    19
 -2.4565293249870065E-01 a      1040     1     5     2    20
 -3.9748187477017732E-01 a      1041     1     6     2     1
 -2.5327833669447918E-02 a      1042     1     6     2     2
  4.9898681068612266E-01 a      1043     1     6     2     3
  2.6478680031780066E-01 a      1044     1     6     2     4
  7.3531260945310312E-03 a      1045     1     6     2     5
  6.8257411554399783E-01 a      1046     1     6     2     6
 -3.5664397334460080E-01 a      1047     1     6     2     7
 -2.4098197943631833E-01 a      1048     1     6     2     8
  1.0637206841689827E-01 a      1049     1     6     2     9
 -3.4018735525699606E-01 a      1050     1     6     2    10
  3.0913020026503254E-02 a      1051     1     6     2    11
 -5.3166523566113656E-02 a      1052     1     6     2    12
 -5.7317928174024452E-02 a      1053     1     6     2    13
  5.4146891778836814E-01 a      1054     1     6     2    14
  8.7922860277844384E-01 a      1055     1     6     2    15
 -2.3685595258986289E-01 a      1056     1     6     2    16
  5.1785412798411357E-01 a      1057     1     6     2    17
  1.5341890008232489E-01 a      1058     1     6     2    18
 -1.0739244663924645E-01 a      1059     1     6     2    19
 -1.0767312118080549E-01 a      1060     1     6     2    20
 -1.3788816181524122E-01 a      1061     1     7     2     1
  3.2270723927312006E-01 a      1062     1     7     2     2
  4.1154550886937491E-01 a      1063     1     7     2     3
 -1.4887872428284610E-01 a      1064     1     7     2     4
 -6.1428820497100045E-01 a      1065     1     7     2     5
 -5.5785751272988171E-01 a      1066     1     7     2     6
 -2.4366340954468763E-01 a      1067     1     7     2     7
 -1.9321916088499327E-02 a      1068     1     7     2     8
  4.2576927879612164E-01 a      1069     1     7     2     9
  4.1478423844894885E-01 a      1070     1     7     2    10
